tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,29.647110676684395,33.63402629391527,64,64
1,0,64,64,128,128,128,7,20.81866129959865,24.721905418882205,64,64
2,0,128,64,192,128,128,7,23.487911541917637,26.192155761250593,64,64
3,0,192,64,256,128,128,7,23.911338034158902,25.23920988535351,64,64
4,64,0,128,64,128,128,7,30.74018684718508,31.074480304561934,64,64
5,64,64,128,128,128,128,7,17.92384578003872,19.341779250503375,64,64
6,64,128,128,192,128,128,7,29.24104797672303,29.633412553095717,64,64
7,64,192,128,256,128,128,7,25.118290344915003,23.21759300046842,64,64
8,128,0,192,64,128,128,7,35.54312740711466,37.177314500764226,64,64
9,128,64,192,128,128,128,7,20.142169444342088,20.827724884123636,64,64
10,128,128,192,192,128,128,7,32.31252411618109,32.34911510999336,64,64
11,128,192,192,256,128,128,7,33.066101199544896,29.049337460974336,64,64
12,192,0,256,64,128,128,7,30.038919802502427,38.40759607272262,64,64
13,192,64,256,128,128,128,7,31.059938659747676,36.309734692990936,64,64
14,192,128,256,192,128,128,7,30.123047067222977,34.92626109843491,64,64
15,192,192,256,256,128,128,7,30.996719714036747,33.81816835536289,64,64
