tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,24.662767755509257,25.82200621104533,64,64
1,0,64,64,128,128,128,7,28.586209387612293,31.575343751860224,64,64
2,0,128,64,192,128,128,7,32.88391040190474,36.50093705041014,64,64
3,0,192,64,256,128,128,7,26.491550610618425,30.57645602561694,64,64
4,64,0,128,64,128,128,7,24.278210680778738,25.123198099578666,64,64
5,64,64,128,128,128,128,7,23.08875653182795,25.02151461836565,64,64
6,64,128,128,192,128,128,7,25.08116686711152,27.70480782350123,64,64
7,64,192,128,256,128,128,7,35.82454175887227,39.01931586329171,64,64
8,128,0,192,64,128,128,7,29.38469061884808,29.81317161403894,64,64
9,128,64,192,128,128,128,7,28.2237602014043,30.097507606598963,64,64
10,128,128,192,192,128,128,7,24.48191478557174,25.775710480955063,64,64
11,128,192,192,256,128,128,7,24.82763131299947,26.856251873221208,64,64
12,192,0,256,64,128,128,7,32.03721632264187,33.676633165134,64,64
13,192,64,256,128,128,128,7,28.619069180545512,30.335575024403887,64,64
14,192,128,256,192,128,128,7,27.972150426163637,30.54594636177185,64,64
15,192,192,256,256,128,128,7,27.17231155690167,28.216771439316698,64,64
