tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,18.69482724884921,19.726025228149553,64,64
1,0,64,64,128,128,128,7,21.173471540262028,22.324251634002277,64,64
2,0,128,64,192,128,128,7,22.226021789127298,22.390306421466278,64,64
3,0,192,64,256,128,128,7,24.73948417759711,24.612057455747003,64,64
4,64,0,128,64,128,128,7,21.6166562631473,22.27631981065204,64,64
5,64,64,128,128,128,128,7,23.851188140539286,24.676514558574052,64,64
6,64,128,128,192,128,128,7,21.32293932653483,21.07639100300139,64,64
7,64,192,128,256,128,128,7,19.64875719365119,21.22070860025719,64,64
8,128,0,192,64,128,128,7,21.372107210330363,22.342545983943122,64,64
9,128,64,192,128,128,128,7,25.524134401025282,26.360371982258304,64,64
10,128,128,192,192,128,128,7,23.996514182245416,24.680760887019673,64,64
11,128,192,192,256,128,128,7,26.64448048726006,28.21527408615106,64,64
12,192,0,256,64,128,128,7,21.65900721464044,21.647419758212575,64,64
13,192,64,256,128,128,128,7,22.597181613147185,22.32467834455472,64,64
14,192,128,256,192,128,128,7,22.563271248225508,23.633110015357246,64,64
15,192,192,256,256,128,128,7,23.29220388826151,23.466236128465653,64,64
