tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,22.107221074063265,22.27071817896562,64,64
1,0,64,64,128,128,128,7,21.203499655074758,23.99802761203339,64,64
2,0,128,64,192,128,128,7,30.152417625926024,34.37989865923057,64,64
3,0,192,64,256,128,128,7,32.16885350753009,40.00337649424374,64,64
4,64,0,128,64,128,128,7,22.09163614873095,22.164261383799992,64,64
5,64,64,128,128,128,128,7,22.603553307050213,22.524869817900537,64,64
6,64,128,128,192,128,128,7,25.738114266909694,25.89334248502025,64,64
7,64,192,128,256,128,128,7,29.99423828186686,30.19847977299304,64,64
8,128,0,192,64,128,128,7,18.74028544273765,19.14211183843276,64,64
9,128,64,192,128,128,128,7,21.57202811999019,21.992862407041255,64,64
10,128,128,192,192,128,128,7,22.905258916928027,23.255306204956703,64,64
11,128,192,192,256,128,128,7,27.43972818997019,27.334966948988928,64,64
12,192,0,256,64,128,128,7,22.388563960549916,22.22472231126165,64,64
13,192,64,256,128,128,128,7,31.5265506019939,32.65484079803851,64,64
14,192,128,256,192,128,128,7,29.85185618119595,30.49346421735934,64,64
15,192,192,256,256,128,128,7,29.25769949576509,29.606382362950825,64,64
