tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,29.916725762330145,33.93091156678887,64,64
1,0,64,64,128,128,128,7,28.245272331678603,32.94030960472546,64,64
2,0,128,64,192,128,128,7,30.204086573614735,35.083381733569496,64,64
3,0,192,64,256,128,128,7,25.161289267611195,32.4931638412677,64,64
4,64,0,128,64,128,128,7,20.746907055452137,21.307760854744213,64,64
5,64,64,128,128,128,128,7,20.83058232601364,22.07623854616925,64,64
6,64,128,128,192,128,128,7,19.355036417268312,20.629986265769226,64,64
7,64,192,128,256,128,128,7,30.20928848259065,31.948569518041957,64,64
8,128,0,192,64,128,128,7,23.649041188653435,26.252154126710032,64,64
9,128,64,192,128,128,128,7,20.319505697374044,22.59063162069129,64,64
10,128,128,192,192,128,128,7,25.429704165945765,27.376685848761046,64,64
11,128,192,192,256,128,128,7,27.546596305851835,28.301346814261635,64,64
12,192,0,256,64,128,128,7,26.879121153905725,28.005199320089844,64,64
13,192,64,256,128,128,128,7,25.213917823200845,26.553019759572855,64,64
14,192,128,256,192,128,128,7,27.86885047681468,29.95572791234949,64,64
15,192,192,256,256,128,128,7,28.924287535889025,30.09912063827558,64,64
