tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,27.01508122429992,29.049549441398565,64,64
1,0,64,64,128,128,128,7,39.68660276872194,41.349498720454676,64,64
2,0,128,64,192,128,128,7,26.488720433146398,30.07604315000025,64,64
3,0,192,64,256,128,128,7,28.8205876513359,32.0141592270233,64,64
4,64,0,128,64,128,128,7,26.61610047013597,27.993153137426212,64,64
5,64,64,128,128,128,128,7,24.913505587405695,26.3405004950367,64,64
6,64,128,128,192,128,128,7,23.935586194580175,24.980457262478126,64,64
7,64,192,128,256,128,128,7,27.87597338963608,29.29901855220894,64,64
8,128,0,192,64,128,128,7,26.14938129136178,26.344634936045452,64,64
9,128,64,192,128,128,128,7,30.467013881211486,30.846990521995437,64,64
10,128,128,192,192,128,128,7,28.35416981448967,29.283561994270734,64,64
11,128,192,192,256,128,128,7,27.885457053340037,28.29482446298678,64,64
12,192,0,256,64,128,128,7,25.4747320402786,25.10994067207868,64,64
13,192,64,256,128,128,128,7,30.696651220508862,30.787129497289243,64,64
14,192,128,256,192,128,128,7,27.089776760500044,26.97953373785204,64,64
15,192,192,256,256,128,128,7,26.627253934473934,26.749162419528783,64,64
