tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,27.148887469567025,30.46822847045653,64,64
1,0,64,64,128,128,128,7,22.815305181020914,24.48279036435492,64,64
2,0,128,64,192,128,128,7,25.04120344503644,28.933794204154182,64,64
3,0,192,64,256,128,128,7,25.787260608551907,28.443946956722872,64,64
4,64,0,128,64,128,128,7,30.659450954110756,36.327151746007154,64,64
5,64,64,128,128,128,128,7,19.634116092299184,20.700030194898062,64,64
6,64,128,128,192,128,128,7,23.331208624148168,24.29515640242822,64,64
7,64,192,128,256,128,128,7,25.09580235972184,27.148799714627895,64,64
8,128,0,192,64,128,128,7,30.09816068122288,35.86293261180712,64,64
9,128,64,192,128,128,128,7,21.057786302399357,24.0996406765785,64,64
10,128,128,192,192,128,128,7,29.811163748512087,32.78261040568932,64,64
11,128,192,192,256,128,128,7,26.023616247623174,35.73496329159984,64,64
12,192,0,256,64,128,128,7,26.575074285783366,30.325282297763483,64,64
13,192,64,256,128,128,128,7,25.338171538730517,26.221712207562167,64,64
14,192,128,256,192,128,128,7,27.622555320383334,29.694309773885568,64,64
15,192,192,256,256,128,128,7,22.212061827693397,27.51057329087701,64,64
