tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,30.88614667195584,38.334025663806166,64,64
1,0,64,64,128,128,128,7,22.558559227721965,24.792939678290395,64,64
2,0,128,64,192,128,128,7,19.780826858174677,19.267770993048405,64,64
3,0,192,64,256,128,128,7,32.20120105756287,37.66344827799958,64,64
4,64,0,128,64,128,128,7,26.24107288537227,27.65669459043014,64,64
5,64,64,128,128,128,128,7,22.491331840772375,22.62472725544489,64,64
6,64,128,128,192,128,128,7,22.79559043324577,22.23758484914491,64,64
7,64,192,128,256,128,128,7,24.477218010642964,27.754399493239035,64,64
8,128,0,192,64,128,128,7,23.71317421601792,24.271769431849634,64,64
9,128,64,192,128,128,128,7,21.765735923614717,22.369173505748826,64,64
10,128,128,192,192,128,128,7,25.09578725382832,25.41679035545004,64,64
11,128,192,192,256,128,128,7,20.86345641236982,21.463787106152957,64,64
12,192,0,256,64,128,128,7,24.307725696964248,26.23791363773413,64,64
13,192,64,256,128,128,128,7,27.34065505521157,29.018922406208386,64,64
14,192,128,256,192,128,128,7,25.248419814936923,27.997100066791553,64,64
15,192,192,256,256,128,128,7,26.702269840900243,27.87384617355396,64,64
