tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,29.38706011201552,31.506587982826435,64,64
1,0,64,64,128,128,128,7,25.106896427352346,25.963236962921698,64,64
2,0,128,64,192,128,128,7,29.18025974480141,29.42150161713296,64,64
3,0,192,64,256,128,128,7,26.865492691105885,31.03908311855229,64,64
4,64,0,128,64,128,128,7,27.833142984463905,30.907240705748173,64,64
5,64,64,128,128,128,128,7,31.107230021773702,36.73864276209916,64,64
6,64,128,128,192,128,128,7,26.2551083502704,28.63270927803515,64,64
7,64,192,128,256,128,128,7,26.147277166027855,26.626098942671458,64,64
8,128,0,192,64,128,128,7,30.289149771152452,32.26877868404688,64,64
9,128,64,192,128,128,128,7,32.545409924198154,34.49732495146128,64,64
10,128,128,192,192,128,128,7,21.54854272742314,22.921638159901235,64,64
11,128,192,192,256,128,128,7,22.614905906643568,24.620634896419112,64,64
12,192,0,256,64,128,128,7,21.157012446313036,23.36979486670588,64,64
13,192,64,256,128,128,128,7,23.175603583450652,24.73340570464087,64,64
14,192,128,256,192,128,128,7,22.310736813576945,22.84723072470672,64,64
15,192,192,256,256,128,128,7,22.547431417532135,22.786550103115715,64,64
