tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,24.506569108795926,24.712182473859695,64,64
1,0,64,64,128,128,128,7,20.54068597458666,21.933812967546686,64,64
2,0,128,64,192,128,128,7,18.671847892680013,19.082002271476195,64,64
3,0,192,64,256,128,128,7,21.174312773028554,22.100686147452052,64,64
4,64,0,128,64,128,128,7,27.00976765926031,27.36017256051548,64,64
5,64,64,128,128,128,128,7,26.47510777939211,26.96952627825084,64,64
6,64,128,128,192,128,128,7,23.88363319684698,24.684237926811505,64,64
7,64,192,128,256,128,128,7,25.45091086532842,25.342327833226726,64,64
8,128,0,192,64,128,128,7,16.379792955969304,16.04094275718458,64,64
9,128,64,192,128,128,128,7,18.822393466581254,19.073362735745658,64,64
10,128,128,192,192,128,128,7,18.29659374437981,18.039096935988283,64,64
11,128,192,192,256,128,128,7,20.241661163840774,20.209868670965147,64,64
12,192,0,256,64,128,128,7,21.337821688881196,21.603142939649782,64,64
13,192,64,256,128,128,128,7,19.871585131893816,20.003113469197885,64,64
14,192,128,256,192,128,128,7,17.90854879756584,17.659196067431587,64,64
15,192,192,256,256,128,128,7,18.062085023592825,17.970065793723432,64,64
