tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,33.37012907876322,36.468689973287226,64,64
1,0,64,64,128,128,128,7,33.24279089584463,35.02195705592148,64,64
2,0,128,64,192,128,128,7,25.132079995331104,27.3404541934552,64,64
3,0,192,64,256,128,128,7,33.181685195088505,35.66243612766091,64,64
4,64,0,128,64,128,128,7,24.29488602189749,28.904099214076986,64,64
5,64,64,128,128,128,128,7,28.531753173036478,30.256047070642992,64,64
6,64,128,128,192,128,128,7,22.589817718900512,24.938692717551877,64,64
7,64,192,128,256,128,128,7,35.01108573075176,36.95390729483625,64,64
8,128,0,192,64,128,128,7,15.180965227884911,15.583019010459678,64,64
9,128,64,192,128,128,128,7,16.917090067016353,16.370648856327595,64,64
10,128,128,192,192,128,128,7,19.870679675419048,19.983504337338413,64,64
11,128,192,192,256,128,128,7,20.57860614798303,20.838905232240524,64,64
12,192,0,256,64,128,128,7,18.345989648399158,19.03808449535067,64,64
13,192,64,256,128,128,128,7,25.4124359953342,25.355736968021745,64,64
14,192,128,256,192,128,128,7,28.95664870345607,29.28562245194403,64,64
15,192,192,256,256,128,128,7,28.344159539219334,28.921515983571105,64,64
