tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,32.34610716506034,34.768401062758294,64,64
1,0,64,64,128,128,128,7,25.089827964125398,26.099551423784085,64,64
2,0,128,64,192,128,128,7,26.285257802225516,27.662542909058004,64,64
3,0,192,64,256,128,128,7,20.180801756756225,20.931219139123716,64,64
4,64,0,128,64,128,128,7,29.798488632553905,29.43808017238456,64,64
5,64,64,128,128,128,128,7,19.201683601752958,19.88588509138261,64,64
6,64,128,128,192,128,128,7,18.911779163017798,19.906276605330987,64,64
7,64,192,128,256,128,128,7,19.278958961440438,19.87027361821539,64,64
8,128,0,192,64,128,128,7,30.25456689643108,31.250045166308126,64,64
9,128,64,192,128,128,128,7,20.02495679803343,20.17191516266744,64,64
10,128,128,192,192,128,128,7,21.318787057960446,21.708606937260583,64,64
11,128,192,192,256,128,128,7,19.130361216771462,20.07260592277919,64,64
12,192,0,256,64,128,128,7,24.50559757475372,25.60195119273065,64,64
13,192,64,256,128,128,128,7,27.120773027580796,30.182111254135346,64,64
14,192,128,256,192,128,128,7,25.896803014568455,28.4061980221274,64,64
15,192,192,256,256,128,128,7,18.794820412085166,19.341033312524804,64,64
