tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,29.1691304948862,30.77256454736428,64,64
1,0,64,64,128,128,128,7,25.842828381358196,27.743710800223642,64,64
2,0,128,64,192,128,128,7,24.58376946635822,25.590496712514785,64,64
3,0,192,64,256,128,128,7,28.565362142189088,30.066992765302437,64,64
4,64,0,128,64,128,128,7,26.89778112038799,27.52834495092162,64,64
5,64,64,128,128,128,128,7,21.92282325701958,22.408074435930065,64,64
6,64,128,128,192,128,128,7,26.010811275217236,26.43669589418417,64,64
7,64,192,128,256,128,128,7,29.77178114120459,29.592848360851903,64,64
8,128,0,192,64,128,128,7,29.320423378764723,29.209667042681836,64,64
9,128,64,192,128,128,128,7,27.480951987640854,29.11809620472451,64,64
10,128,128,192,192,128,128,7,30.113566097488057,30.2977648665942,64,64
11,128,192,192,256,128,128,7,31.34015428301833,33.66816708672851,64,64
12,192,0,256,64,128,128,7,28.31052298368238,30.70520494958471,64,64
13,192,64,256,128,128,128,7,27.29169430875119,29.541154244027872,64,64
14,192,128,256,192,128,128,7,33.53256160544798,35.766588889663346,64,64
15,192,192,256,256,128,128,7,32.30365524065023,34.64305792890232,64,64
