tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,24.39101966254007,26.712970822799065,64,64
1,0,64,64,128,128,128,7,21.910729569906167,24.58851446096102,64,64
2,0,128,64,192,128,128,7,18.261224780140356,19.781198557628407,64,64
3,0,192,64,256,128,128,7,17.36938216051572,17.6616364205058,64,64
4,64,0,128,64,128,128,7,19.470884116125,21.776106206658387,64,64
5,64,64,128,128,128,128,7,17.540548698437057,18.217234032269097,64,64
6,64,128,128,192,128,128,7,16.24379290888601,17.495045331350287,64,64
7,64,192,128,256,128,128,7,15.509499066495527,15.692800095019486,64,64
8,128,0,192,64,128,128,7,18.30787222514886,18.732599163106578,64,64
9,128,64,192,128,128,128,7,18.10723545333805,18.641071105197316,64,64
10,128,128,192,192,128,128,7,15.94900277492761,16.75191338505632,64,64
11,128,192,192,256,128,128,7,15.772379566940696,16.408484896210258,64,64
12,192,0,256,64,128,128,7,17.664936622196198,18.354940878505356,64,64
13,192,64,256,128,128,128,7,18.50014998721877,18.625648880377327,64,64
14,192,128,256,192,128,128,7,15.455144921705237,16.118654852304342,64,64
15,192,192,256,256,128,128,7,16.38486844584738,16.444339003963083,64,64
