tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,23.76844745296228,24.882440145209763,64,64
1,0,64,64,128,128,128,7,22.503802457064822,23.358166090283085,64,64
2,0,128,64,192,128,128,7,22.401723015287732,22.997317223364906,64,64
3,0,192,64,256,128,128,7,23.782046384814905,24.377520427037883,64,64
4,64,0,128,64,128,128,7,18.50246756414589,18.97903545338179,64,64
5,64,64,128,128,128,128,7,18.22034786071107,18.67771001323576,64,64
6,64,128,128,192,128,128,7,21.03058329871766,21.866263301994074,64,64
7,64,192,128,256,128,128,7,25.26934340877051,25.71918166807439,64,64
8,128,0,192,64,128,128,7,20.861353813692844,21.139393487977628,64,64
9,128,64,192,128,128,128,7,18.536468281789556,18.552197022257715,64,64
10,128,128,192,192,128,128,7,16.55586301785007,17.232463794146593,64,64
11,128,192,192,256,128,128,7,22.74236393940128,23.327690906696525,64,64
12,192,0,256,64,128,128,7,30.272004314084874,32.01020854749266,64,64
13,192,64,256,128,128,128,7,26.05159823414369,26.598808952447108,64,64
14,192,128,256,192,128,128,7,22.520529831247813,23.287664835548657,64,64
15,192,192,256,256,128,128,7,23.96078780118033,23.311185487425284,64,64
