tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,20.95691858952032,20.664369926193466,64,64
1,0,64,64,128,128,128,7,21.609538371263667,22.024295431521303,64,64
2,0,128,64,192,128,128,7,20.28400153291429,20.869243516236438,64,64
3,0,192,64,256,128,128,7,20.634541714259377,20.8037606135809,64,64
4,64,0,128,64,128,128,7,21.885391499401337,21.503790591460085,64,64
5,64,64,128,128,128,128,7,21.517396387695715,20.613374920971488,64,64
6,64,128,128,192,128,128,7,20.765224815985917,20.720170133754134,64,64
7,64,192,128,256,128,128,7,21.1310029336343,20.700390901399714,64,64
8,128,0,192,64,128,128,7,23.330154612543023,23.874898817009726,64,64
9,128,64,192,128,128,128,7,22.700215517567575,23.836941674332497,64,64
10,128,128,192,192,128,128,7,20.96593133204481,21.491087342287464,64,64
11,128,192,192,256,128,128,7,20.653800752062608,20.410927227693975,64,64
12,192,0,256,64,128,128,7,24.38564128930541,24.20302875631327,64,64
13,192,64,256,128,128,128,7,23.70531332966044,24.75331083465972,64,64
14,192,128,256,192,128,128,7,24.216724175381007,24.460452235653815,64,64
15,192,192,256,256,128,128,7,24.214538058437157,24.726059015984397,64,64
