image,H,W,n_tiles,tile_h,tile_w,n_total_used,tile_time,gd_time,total_time,composite_mse,composite_rmse,composite_psnr,composite_ssim,composite_dssim,composite_lpips,composite_n_gaussians,composite_bits_per_pixel,composite_compression_ratio,composite_storage_mb,composite_original_bits,composite_compressed_bits,composite_quantization,composite_bits_per_gaussian,composite_l1,composite_loss
kodim01.png,256,256,16,64,64,2048,24.169897317886353,0.0,24.229647159576416,0.006413010880351067,0.0800812765955925,21.929380169797128,0.46311095356941223,0.5368890762329102,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.06131797656416893,0.15643219649791718
kodim02.png,256,256,16,64,64,2048,27.33506488800049,0.0,27.37652063369751,0.0014688532100990415,0.03832561895251274,28.3302159134734,0.7409879565238953,0.25901204347610474,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.024310147389769554,0.0712505266070366
kodim03.png,256,256,16,64,64,2048,26.24395513534546,0.0,26.29101037979126,0.0014329846017062664,0.03785478323698044,28.437584903105176,0.812493622303009,0.18750637769699097,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.023309508338570595,0.05614888221025467
kodim04.png,256,256,16,64,64,2048,27.224185466766357,0.0,27.267301321029663,0.0022068582475185394,0.0469772107899189,26.562255605494514,0.7228390574455261,0.2771609425544739,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.029951676726341248,0.07939352989196778
kodim05.png,256,256,16,64,64,2048,25.650213718414307,0.0,25.69593381881714,0.012879743240773678,0.11348895728588104,18.900927945242803,0.41178274154663086,0.5882172584533691,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.08427342027425766,0.18506218791007994
kodim06.png,256,256,16,64,64,2048,25.735307693481445,0.0,25.77880835533142,0.0036981564480811357,0.06081246957182884,24.320147227862954,0.5671239495277405,0.4328760504722595,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.03933049738407135,0.11803960800170898
kodim07.png,256,256,16,64,64,2048,27.097169637680054,0.0,27.145914316177368,0.005514656659215689,0.07426073402166367,22.584815368930204,0.6297105550765991,0.3702894449234009,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.048710424453020096,0.11302622854709625
kodim08.png,256,256,16,64,64,2048,26.96316123008728,0.0,27.006306409835815,0.015389868058264256,0.1240559071302414,18.127650924718054,0.4725666344165802,0.5274333953857422,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0894119068980217,0.1770162045955658
kodim09.png,256,256,16,64,64,2048,25.863688945770264,0.0,25.90836238861084,0.002751903608441353,0.052458588033914566,25.603668027163984,0.7734968066215515,0.2265031933784485,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.029160790145397186,0.06862927079200745
kodim10.png,256,256,16,64,64,2048,27.19046378135681,0.0,27.24652862548828,0.0023538104724138975,0.048516083508729935,26.282284570960574,0.7445442080497742,0.25545579195022583,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.029952868819236755,0.07505345344543457
kodim11.png,256,256,16,64,64,2048,25.968404531478882,0.0,26.016657829284668,0.00410345708951354,0.06405822932720184,23.868501520245573,0.6419162750244141,0.35808372497558594,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0407218299806118,0.10419420897960663
kodim12.png,256,256,16,64,64,2048,25.46103596687317,0.0,25.50799560546875,0.002429434796795249,0.04928929731249809,26.14494706973685,0.7502197623252869,0.24978023767471313,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.02922501228749752,0.07333605736494064
kodim13.png,256,256,16,64,64,2048,25.261871337890625,0.0,25.306882619857788,0.009436088614165783,0.09713952988386154,20.25207975173921,0.3988373279571533,0.6011626720428467,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.06938689202070236,0.17574204802513124
kodim14.png,256,256,16,64,64,2048,26.16642928123474,0.0,26.21015477180481,0.006831730250269175,0.08265428245067596,21.654692908725714,0.5016894936561584,0.49831050634384155,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.057130858302116394,0.14536678791046143
kodim15.png,256,256,16,64,64,2048,29.748001098632812,0.0,29.80221462249756,0.002041657455265522,0.04518470540642738,26.90017137693377,0.8046119809150696,0.19538801908493042,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.026174718514084816,0.06001737862825394
