tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,27.420679195885846,34.55068978275202,64,64
1,0,64,64,128,128,128,7,27.53391296201852,38.29367257214193,64,64
2,0,128,64,192,128,128,7,31.072063408507073,46.681878320616335,64,64
3,0,192,64,256,128,128,7,29.49366292339903,45.66110685986048,64,64
4,64,0,128,64,128,128,7,19.923967341892663,23.547807317681382,64,64
5,64,64,128,128,128,128,7,26.570294398388196,29.785852835775543,64,64
6,64,128,128,192,128,128,7,46.68134354373008,47.551213590480224,64,64
7,64,192,128,256,128,128,7,45.00815789046055,46.915533735017625,64,64
8,128,0,192,64,128,128,7,18.581787251276115,20.36544900520874,64,64
9,128,64,192,128,128,128,7,18.93211157715014,19.853525125652244,64,64
10,128,128,192,192,128,128,7,20.801049056818556,22.072119078542624,64,64
11,128,192,192,256,128,128,7,29.544159399472804,31.77398126486148,64,64
12,192,0,256,64,128,128,7,24.431133667158967,24.831594518323637,64,64
13,192,64,256,128,128,128,7,23.844137042973337,24.294700674774646,64,64
14,192,128,256,192,128,128,7,21.658931958275236,22.6503719765099,64,64
15,192,192,256,256,128,128,7,27.658526010669608,28.02553170061352,64,64
