tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,128,128,7,41.06564234804084,43.6856324357456,64,64
1,0,64,64,128,128,128,7,26.092613842706566,28.0380867211551,64,64
2,0,128,64,192,128,128,7,41.97814670046098,44.23378936021137,64,64
3,0,192,64,256,128,128,7,45.839751040930636,46.83012189522369,64,64
4,64,0,128,64,128,128,7,22.24317409914076,22.73855826144672,64,64
5,64,64,128,128,128,128,7,22.04039720606258,24.03810983804686,64,64
6,64,128,128,192,128,128,7,32.0936651337759,32.59439764997681,64,64
7,64,192,128,256,128,128,7,32.928220196265244,34.459868153885594,64,64
8,128,0,192,64,128,128,7,19.01800149234662,19.484314814903136,64,64
9,128,64,192,128,128,128,7,18.40078178049201,19.17407223117529,64,64
10,128,128,192,192,128,128,7,19.72116367062926,20.068454368098294,64,64
11,128,192,192,256,128,128,7,23.2267756626001,23.484786467783962,64,64
12,192,0,256,64,128,128,7,19.273474120065647,20.108328047642324,64,64
13,192,64,256,128,128,128,7,20.56567751597931,19.135031477994286,64,64
14,192,128,256,192,128,128,7,21.291941653918546,20.777051188225414,64,64
15,192,192,256,256,128,128,7,20.43725912848072,20.60933212565551,64,64
