tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,21.4601131950862,22.109433585196353,64,64
1,0,64,64,128,8,8,7,14.525255274293766,15.629730705094943,64,64
2,0,128,64,192,8,8,7,12.574745214418698,15.260879264155843,64,64
3,0,192,64,256,8,8,7,16.69221663244635,19.115735441613314,64,64
4,64,0,128,64,8,8,7,25.242748337002507,26.106930708613085,64,64
5,64,64,128,128,8,8,7,14.441408797534267,15.932552619175407,64,64
6,64,128,128,192,8,8,7,26.80219240017059,26.8325047388089,64,64
7,64,192,128,256,8,8,7,22.487692948421184,23.31977653834644,64,64
8,128,0,192,64,8,8,7,27.597764218814127,29.201983448995303,64,64
9,128,64,192,128,8,8,7,15.884343826467969,16.2429467348619,64,64
10,128,128,192,192,8,8,7,28.27835325396783,29.882891816575004,64,64
11,128,192,192,256,8,8,7,27.27212910303006,27.39622611750451,64,64
12,192,0,256,64,8,8,7,25.189836606309196,25.5763274181863,64,64
13,192,64,256,128,8,8,7,24.72914600965352,25.38165314448564,64,64
14,192,128,256,192,8,8,7,24.78769746532845,25.187191769205594,64,64
15,192,192,256,256,8,8,7,24.506262549687534,23.739292038079036,64,64
