tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,26.99374410235775,30.389049197519242,64,64
1,0,64,64,128,8,8,7,32.900151151190975,33.605499811032104,64,64
2,0,128,64,192,8,8,7,24.978880534280513,25.481698584668607,64,64
3,0,192,64,256,8,8,7,27.4070874352405,28.141535236821746,64,64
4,64,0,128,64,8,8,7,29.47592985735593,29.976658976982353,64,64
5,64,64,128,128,8,8,7,18.498019957111204,18.829697142473233,64,64
6,64,128,128,192,8,8,7,19.95306256785557,21.485524205598402,64,64
7,64,192,128,256,8,8,7,21.80603035245707,22.40833636444739,64,64
8,128,0,192,64,8,8,7,20.235464988720192,21.511710200473534,64,64
9,128,64,192,128,8,8,7,15.477291973083386,15.336869286531883,64,64
10,128,128,192,192,8,8,7,17.20146320175771,17.523338787714348,64,64
11,128,192,192,256,8,8,7,14.849591852923364,15.619556265236163,64,64
12,192,0,256,64,8,8,7,20.29814427373919,20.53451707039863,64,64
13,192,64,256,128,8,8,7,15.19325109607303,15.460833141222448,64,64
14,192,128,256,192,8,8,7,18.379792178436833,18.65473987726987,64,64
15,192,192,256,256,8,8,7,18.664869948022588,19.37524157422257,64,64
