tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,20.042642861072096,20.315762793505083,64,64
1,0,64,64,128,8,8,7,16.2078687413264,17.322709896250615,64,64
2,0,128,64,192,8,8,7,14.022668361019981,15.651106532298794,64,64
3,0,192,64,256,8,8,7,16.626971629005798,17.3097798941667,64,64
4,64,0,128,64,8,8,7,23.13979990539947,23.65888919371988,64,64
5,64,64,128,128,8,8,7,22.702433391002398,24.02318452568959,64,64
6,64,128,128,192,8,8,7,20.77434847339395,21.616680609674873,64,64
7,64,192,128,256,8,8,7,21.720211916771333,22.47658625424703,64,64
8,128,0,192,64,8,8,7,15.345259197487044,15.421599954559484,64,64
9,128,64,192,128,8,8,7,16.838760337861927,16.66648550574992,64,64
10,128,128,192,192,8,8,7,16.440310128274294,16.200919655084768,64,64
11,128,192,192,256,8,8,7,18.581849388101798,18.434539091409277,64,64
12,192,0,256,64,8,8,7,17.137982906011498,17.345857635410866,64,64
13,192,64,256,128,8,8,7,15.805240187181083,16.116834930351118,64,64
14,192,128,256,192,8,8,7,16.44454946908491,16.351110793162224,64,64
15,192,192,256,256,8,8,7,16.74862331171192,16.520067710722202,64,64
