tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,18.54254200904027,18.792817714356968,64,64
1,0,64,64,128,8,8,7,20.329810779786392,22.051001026395415,64,64
2,0,128,64,192,8,8,7,26.88228093105534,28.057591790565386,64,64
3,0,192,64,256,8,8,7,21.24129063042748,21.561497652892342,64,64
4,64,0,128,64,8,8,7,19.506815028721142,19.552614411304305,64,64
5,64,64,128,128,8,8,7,15.252958772899543,15.931840362993544,64,64
6,64,128,128,192,8,8,7,19.638495349096303,19.92381741769238,64,64
7,64,192,128,256,8,8,7,25.180862905290418,28.7484327167775,64,64
8,128,0,192,64,8,8,7,17.852479585989858,20.92257437726272,64,64
9,128,64,192,128,8,8,7,16.42327480999853,18.95591237569985,64,64
10,128,128,192,192,8,8,7,17.1285862831281,17.18860725833402,64,64
11,128,192,192,256,8,8,7,18.06306989356297,19.45431939212944,64,64
12,192,0,256,64,8,8,7,22.47508671432708,23.61796011965916,64,64
13,192,64,256,128,8,8,7,21.557703212503338,22.850630500913617,64,64
14,192,128,256,192,8,8,7,20.84356649938919,21.877048406864454,64,64
15,192,192,256,256,8,8,7,19.765454677824856,20.341909114346457,64,64
