tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,20.743639260830964,21.910821114906945,64,64
1,0,64,64,128,8,8,7,21.106436742132793,22.43986506106234,64,64
2,0,128,64,192,8,8,7,25.195348732233537,26.85234262739221,64,64
3,0,192,64,256,8,8,7,19.48847996363905,20.068030368282113,64,64
4,64,0,128,64,8,8,7,23.071213298901586,24.106470449817113,64,64
5,64,64,128,128,8,8,7,24.53955335729543,27.057700157482124,64,64
6,64,128,128,192,8,8,7,22.870459967435416,23.422921402141807,64,64
7,64,192,128,256,8,8,7,20.71341102600173,21.47895230037607,64,64
8,128,0,192,64,8,8,7,21.932992131266367,24.484728453378338,64,64
9,128,64,192,128,8,8,7,24.497331288355095,26.180000148912754,64,64
10,128,128,192,192,8,8,7,17.311064092681498,17.598753349810153,64,64
11,128,192,192,256,8,8,7,16.287327230467632,17.247140292775306,64,64
12,192,0,256,64,8,8,7,14.466875305482878,14.877622609441087,64,64
13,192,64,256,128,8,8,7,17.077518989276918,17.67231937639324,64,64
14,192,128,256,192,8,8,7,17.107417304710506,17.79892578475372,64,64
15,192,192,256,256,8,8,7,17.94498817534833,18.517347968131205,64,64
