iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,69,59,0.05209198594093323,13.544209798177084,0.008170354180037975,0.09039001166820526,20.877591415949116,0.588081419467926,0.411918580532074,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.054967764765024185,0.12635792791843414
2,51,77,0.054967764765024185,11.9964599609375,0.00798522587865591,0.08936008810997009,20.977127994153378,0.5905435085296631,0.4094564914703369,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.054148197174072266,0.12520985603332518
3,52,76,0.054148197174072266,11.187235514322916,0.010972806252539158,0.10475116223096848,19.59682257698337,0.5922040939331055,0.40779590606689453,-1.0,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.06451545655727386,0.133171546459198
4,31,97,0.06451545655727386,13.05084228515625,0.012727814726531506,0.11281761527061462,18.952461524780567,0.5946626663208008,0.4053373336791992,-1.0,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.07277977466583252,0.13929128646850586
5,20,108,0.07277977466583252,11.057535807291666,0.008793733082711697,0.09377490729093552,20.558267387950934,0.5997176170349121,0.4002823829650879,-1.0,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.06041276827454567,0.1283866912126541
6,41,87,0.06041276827454567,8.279927571614584,0.008968224748969078,0.09470070898532867,20.472935124368572,0.6033449769020081,0.39665502309799194,-1.0,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.06034285947680473,0.1276052922010422
7,41,87,0.06034285947680473,9.505208333333334,0.008141604252159595,0.09023083746433258,20.89289989540219,0.6061764359474182,0.3938235640525818,-1.0,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.05805785581469536,0.12521099746227266
8,43,85,0.05805785581469536,10.108439127604166,0.00974548514932394,0.09871922433376312,20.11196521308092,0.6037392020225525,0.3962607979774475,-1.0,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.06335274130105972,0.1299343526363373
9,40,88,0.06335274130105972,11.188761393229166,0.007906093262135983,0.08891621232032776,21.020380961647117,0.6078149676322937,0.3921850323677063,-1.0,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.0570223331451416,0.12405487298965455
10,48,80,0.0570223331451416,10.832722981770834,0.009322130121290684,0.09655117988586426,20.304848573259484,0.6063973307609558,0.3936026692390442,-1.0,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.06079082563519478,0.12735319435596468
11,47,81,0.06079082563519478,10.882568359375,0.007663198281079531,0.08753969520330429,21.155899175381467,0.610318660736084,0.389681339263916,-1.0,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.055730193853378296,0.12252042293548585
12,51,77,0.055730193853378296,12.13531494140625,0.00891228299587965,0.09440489113330841,20.500110388708684,0.6100550889968872,0.3899449110031128,-1.0,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.06013210490345955,0.1260946661233902
13,42,86,0.06013210490345955,12.489827473958334,0.007283920422196388,0.08534588664770126,21.376348056303655,0.6106074452400208,0.38939255475997925,-1.0,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.05431237444281578,0.12132841050624849
14,51,77,0.05431237444281578,9.549458821614584,0.007904722355306149,0.08890850841999054,21.02113402080186,0.6098976135253906,0.3901023864746094,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.05680050328373909,0.12346087992191315
