iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,67,61,0.043083999305963516,13.884989420572916,0.005112131126224995,0.07149916887283325,22.91398016420137,0.723905086517334,0.276094913482666,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.04157935455441475,0.08848246634006501
2,52,76,0.04157935455441475,9.251912434895834,0.004641253501176834,0.06812674552202225,23.333647055812946,0.7285973429679871,0.27140265703201294,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.04010453075170517,0.08636415600776673
3,45,83,0.04010453075170517,8.951822916666666,0.003820729209110141,0.06181204691529274,24.178537782579177,0.7371899485588074,0.2628100514411926,-1.0,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.03725680336356163,0.08236745297908783
4,42,86,0.03725680336356163,10.821024576822916,0.00446380814537406,0.06681173294782639,23.502944911075282,0.7380073666572571,0.2619926333427429,-1.0,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.04056955873966217,0.08485417366027832
5,35,93,0.04056955873966217,9.228006998697916,0.004063725471496582,0.0637473538517952,23.91075637013722,0.7400656342506409,0.25993436574935913,-1.0,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.039652302861213684,0.08370871543884278
6,36,92,0.039652302861213684,11.600240071614584,0.0035666634794324636,0.05972154811024666,24.477378802718654,0.741624116897583,0.258375883102417,-1.0,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.037008147686719894,0.08128169476985932
7,37,91,0.037008147686719894,11.037699381510416,0.005157262086868286,0.07181408256292343,22.87580806307532,0.7357519268989563,0.2642480731010437,-1.0,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.04318306967616081,0.08739607036113739
8,27,101,0.04318306967616081,7.536824544270833,0.00398050295189023,0.0630912259221077,24.00062061335117,0.7387065887451172,0.2612934112548828,-1.0,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.03906179964542389,0.08350812196731568
9,33,95,0.03906179964542389,14.275614420572916,0.006012716796249151,0.07754170894622803,22.209292895641116,0.730799674987793,0.26920032501220703,-1.0,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.04812929034233093,0.09234349727630616
10,26,102,0.04812929034233093,8.315531412760416,0.006957855075597763,0.0834137573838234,21.5752463203297,0.7320456504821777,0.26795434951782227,-1.0,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.049888838082551956,0.09350194036960602
11,23,105,0.049888838082551956,9.67254638671875,0.007509890478104353,0.08665962517261505,21.24366373313288,0.7293196320533752,0.27068036794662476,-1.0,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.05106823518872261,0.09499066174030305
12,21,107,0.05106823518872261,8.704630533854166,0.0046044811606407166,0.0678563266992569,23.368192930800753,0.7339929938316345,0.2660070061683655,-1.0,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.04372882470488548,0.08818446099758148
13,28,100,0.04372882470488548,11.802164713541666,0.0035595716908574104,0.059662144631147385,24.486022483117292,0.738323450088501,0.261676549911499,-1.0,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.038467247039079666,0.08310910761356355
14,38,90,0.038467247039079666,9.813944498697916,0.003619923023506999,0.06016579642891884,24.4130068133642,0.7388978004455566,0.26110219955444336,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0382796935737133,0.08284419476985933
