iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,63,65,0.03589704632759094,12.937418619791666,0.0027506037149578333,0.05244619771838188,25.605719531544665,0.7333710193634033,0.2666289806365967,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.03217655047774315,0.07906703650951385
2,66,62,0.03217655047774315,12.238057454427084,0.0024873006623238325,0.04987284541130066,26.042717276125934,0.7424898147583008,0.2575101852416992,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.030728841200470924,0.0760851100087166
3,66,62,0.030728841200470924,11.278788248697916,0.0023778576869517565,0.04876328259706497,26.238141238929018,0.748319685459137,0.25168031454086304,-1.0,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.030417567119002342,0.07467011660337448
4,69,59,0.030417567119002342,10.039265950520834,0.0023686960339546204,0.048669252544641495,26.254906550875255,0.7499000430107117,0.25009995698928833,-1.0,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.030603483319282532,0.0745027780532837
5,72,56,0.030603483319282532,10.31341552734375,0.002295156242325902,0.047907788306474686,26.391877347346103,0.7524968981742859,0.2475031018257141,-1.0,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.030037567019462585,0.07353067398071289
6,76,52,0.030037567019462585,11.049397786458334,0.0024529488291591406,0.049527253955602646,26.10311488389801,0.7523625493049622,0.24763745069503784,-1.0,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.031185492873191833,0.07447588443756104
7,80,48,0.031185492873191833,9.877522786458334,0.0022010093089193106,0.04691491648554802,26.573781410143834,0.7528738975524902,0.24712610244750977,-1.0,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.029913416132330894,0.07335595339536667
8,76,52,0.029913416132330894,8.379109700520834,0.002237334381788969,0.047300469130277634,26.502691126080382,0.7538650631904602,0.2461349368095398,-1.0,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.029932251200079918,0.0731727883219719
9,77,51,0.029932251200079918,10.818990071614584,0.002222849288955331,0.047147102653980255,26.530899984186718,0.7559661269187927,0.24403387308120728,-1.0,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.029692070558667183,0.07256043106317521
10,77,51,0.029692070558667183,11.00616455078125,0.0022273072972893715,0.047194357961416245,26.52219858674001,0.7561952471733093,0.24380475282669067,-1.0,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.029621286317706108,0.07245797961950302
11,73,55,0.029621286317706108,9.8602294921875,0.0020912950858473778,0.04573068022727966,26.79584678582275,0.7579593062400818,0.2420406937599182,-1.0,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.028753995895385742,0.07141133546829224
12,69,59,0.028753995895385742,9.259541829427084,0.002166667254641652,0.04654747247695923,26.642077959886578,0.7579239010810852,0.2420760989189148,-1.0,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.02910822629928589,0.07170180082321168
13,69,59,0.02910822629928589,11.213175455729166,0.0021073021925985813,0.04590536281466484,26.76273179820395,0.7609818577766418,0.23901814222335815,-1.0,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.028718413785099983,0.07077835947275163
14,68,60,0.028718413785099983,9.713236490885416,0.0019900917541235685,0.04461044445633888,27.01126904238505,0.7645122408866882,0.23548775911331177,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.027986153960227966,0.06948647499084473
