iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,59,69,0.07626575976610184,12.156168619791666,0.013636731542646885,0.11677641421556473,18.65289699307303,0.3001457154750824,0.6998542547225952,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.08541899919509888,0.20830605030059818
2,38,90,0.08541899919509888,9.557596842447916,0.015741784125566483,0.1254662722349167,18.029460276561874,0.30825698375701904,0.691743016242981,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.09181050211191177,0.2117970049381256
3,29,99,0.09181050211191177,9.3292236328125,0.015312939882278442,0.12374546378850937,18.14941437100383,0.31631386280059814,0.6836861371994019,-1.0,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.09200014919042587,0.21033734679222107
4,27,101,0.09200014919042587,9.82818603515625,0.012837957590818405,0.11330471187829971,18.915040612035916,0.3216891586780548,0.6783108711242676,-1.0,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.08450887352228165,0.20326927304267883
5,34,94,0.08450887352228165,8.856201171875,0.012633872218430042,0.11240050196647644,18.984635063221706,0.32415664196014404,0.675843358039856,-1.0,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.08310147374868393,0.20164985060691834
6,38,90,0.08310147374868393,8.211263020833334,0.013042344711720943,0.1142030879855156,18.846443450846305,0.32895684242248535,0.6710431575775146,-1.0,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.08423783630132675,0.20159890055656435
7,37,91,0.08423783630132675,13.182576497395834,0.013906138949096203,0.1179242953658104,18.56793478725542,0.32745596766471863,0.672544002532959,-1.0,1152,5.0625,4.7407407407407405,0.03955078125,1572864,331776,fp32,288,0.0861121192574501,0.20339849591255188
8,41,87,0.0861121192574501,14.984639485677084,0.012108813971281052,0.11004005372524261,19.168983869039575,0.330934077501297,0.6690659523010254,-1.0,1280,5.625,4.266666666666667,0.0439453125,1572864,368640,fp32,288,0.08026590198278427,0.1980259120464325
9,47,81,0.08026590198278427,13.45977783203125,0.014376034028828144,0.11990009993314743,18.423609220036706,0.3304440677165985,0.6695559024810791,-1.0,1408,6.1875,3.878787878787879,0.04833984375,1572864,405504,fp32,288,0.08715859055519104,0.20363805294036869
10,33,95,0.08715859055519104,10.428365071614584,0.012940461747348309,0.11375615000724792,18.88050207936868,0.3331524133682251,0.6668475866317749,-1.0,1536,6.75,3.5555555555555554,0.052734375,1572864,442368,fp32,288,0.08334991335868835,0.20004944801330568
11,39,89,0.08334991335868835,10.2783203125,0.014916905201971531,0.12213478237390518,18.26321249596195,0.33382153511047363,0.6661784648895264,-1.0,1664,7.3125,3.282051282051282,0.05712890625,1572864,479232,fp32,288,0.0882539227604866,0.20383883118629456
12,31,97,0.0882539227604866,12.288920084635416,0.017306344583630562,0.13155357539653778,17.617946516186812,0.3331901729106903,0.6668097972869873,-1.0,1792,7.875,3.0476190476190474,0.0615234375,1572864,516096,fp32,288,0.09742186218500137,0.21129944920539856
13,29,99,0.09742186218500137,11.28387451171875,0.013345864601433277,0.1155242994427681,18.746532608772377,0.3339273929595947,0.6660726070404053,-1.0,1920,8.4375,2.8444444444444446,0.06591796875,1572864,552960,fp32,288,0.08570598810911179,0.20177931189537052
14,40,88,0.08570598810911179,11.407470703125,0.012090873904526234,0.10995850712060928,19.17542288241878,0.339786559343338,0.6602134704589844,-1.0,2048,9.0,2.6666666666666665,0.0703125,1572864,589824,fp32,288,0.0810193121433258,0.19685814380645755
