iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,25,103,0.13394196331501007,0.025601185858249664,0.16000370681285858,15.917398106601395,0.30451762676239014,0.6954823732376099,0.8169522285461426,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.12138506025075912,0.2362045228481293
2,23,105,0.12138506025075912,0.02268143743276596,0.15060357749462128,16.44329406164072,0.39968928694725037,0.6003107130527496,0.6603057384490967,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.11164151132106781,0.20937535166740417
3,20,108,0.11164151132106781,0.020095771178603172,0.14175955951213837,16.96895261945244,0.4631759226322174,0.5368240773677826,0.5676968693733215,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.10311831533908844,0.1898594677448273
4,19,109,0.10311831533908844,0.016743501648306847,0.12939667701721191,17.76153708008143,0.5231521725654602,0.4768478274345398,0.4898711144924164,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.0918097198009491,0.16881734132766724
5,18,110,0.0918097198009491,0.01530111487954855,0.1236976757645607,18.15276858085509,0.5652568936347961,0.43474310636520386,0.43847739696502686,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.08604982495307922,0.15578848123550415
6,16,112,0.08604982495307922,0.014489412307739258,0.120371975004673,18.38949234906346,0.5887566208839417,0.41124337911605835,0.4143104553222656,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.08275207877159119,0.14845033884048464
7,15,113,0.08275207877159119,0.012990210205316544,0.11397460103034973,18.863837720965012,0.6185293197631836,0.3814706802368164,0.38667070865631104,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.07687491923570633,0.13779407143592837
8,15,113,0.07687491923570633,0.012035582214593887,0.1097068041563034,19.195327810539663,0.6435253024101257,0.35647469758987427,0.3635794222354889,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.07269284129142761,0.12944921255111697
9,13,115,0.07269284129142761,0.011276955716311932,0.10619301348924637,19.47808052803434,0.6627765893936157,0.3372234106063843,0.3473416864871979,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.06920263916254044,0.12280679345130921
10,12,116,0.06920263916254044,0.010693845339119434,0.10341104865074158,19.708660734391962,0.6774472594261169,0.32255274057388306,0.33511650562286377,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.06658623367547989,0.11777953505516053
11,12,116,0.06658623367547989,0.010234341025352478,0.10116492211818695,19.899401733611583,0.6896303296089172,0.31036967039108276,0.32616013288497925,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.06438937038183212,0.11358543038368225
12,11,117,0.06438937038183212,0.009266149252653122,0.09626083821058273,20.331005651291314,0.7083576321601868,0.29164236783981323,0.3120395839214325,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.06045002490282059,0.10668849349021911
13,11,117,0.06045002490282059,0.008538934402167797,0.09240635484457016,20.685964229266997,0.723085343837738,0.27691465616226196,0.2995789647102356,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.057343799620866776,0.10125797092914582
14,11,117,0.057343799620866776,0.008003276772797108,0.08946103602647781,20.96732191454336,0.7354043126106262,0.2645956873893738,0.28922179341316223,2048,1.5,16.0,0.0703125,9437184,589824,fp32,288,0.05476658046245575,0.09673240184783936
