iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,67,61,0.08645347505807877,0.010040463879704475,0.10020211338996887,19.982463957900155,0.4699350595474243,0.5300649404525757,0.5081931352615356,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.07208973914384842,0.1636847794055939
2,75,53,0.07208973914384842,0.008514611050486565,0.09227465093135834,20.698352196910974,0.5831735730171204,0.41682642698287964,0.3552156984806061,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.0636579692363739,0.13429166078567506
3,82,46,0.0636579692363739,0.007461997214704752,0.08638285100460052,21.271449554044743,0.6463375687599182,0.3536624312400818,0.2778104543685913,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.057590510696172714,0.11680489480495453
4,88,40,0.057590510696172714,0.006712561007589102,0.08193022012710571,21.731117412598238,0.6843047142028809,0.31569528579711914,0.24118852615356445,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.05349220335483551,0.10593281984329225
5,90,38,0.05349220335483551,0.006170496344566345,0.07855250686407089,22.096798302411855,0.7114596366882324,0.2885403633117676,0.21725185215473175,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.05038928985595703,0.09801950454711915
6,92,36,0.05038928985595703,0.005499484948813915,0.07415851205587387,22.59678016044368,0.7372962832450867,0.26270371675491333,0.19474631547927856,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.046839553862810135,0.09001238644123077
7,94,34,0.046839553862810135,0.0049721309915184975,0.07051333785057068,23.034574972773854,0.7600569128990173,0.23994308710098267,0.1780252456665039,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.04350951313972473,0.08279622793197633
8,97,31,0.04350951313972473,0.004557677078992128,0.06751056760549545,23.41256681033998,0.77788907289505,0.22211092710494995,0.16399170458316803,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.04086381942033768,0.07711324095726013
9,99,29,0.04086381942033768,0.004269679542630911,0.06534278392791748,23.696046310124007,0.79083251953125,0.20916748046875,0.15226295590400696,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.03901764005422592,0.07304760813713074
10,100,28,0.03901764005422592,0.0033283261582255363,0.05769164860248566,24.777741599971982,0.8271934390068054,0.17280656099319458,0.12957632541656494,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.03274053335189819,0.06075373888015747
11,97,31,0.03274053335189819,0.003081719856709242,0.05551324039697647,25.11206711705736,0.8387669920921326,0.16123300790786743,0.11966072022914886,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.030988642945885658,0.05703751593828202
12,99,29,0.030988642945885658,0.002788744168356061,0.05280856043100357,25.545915480456497,0.8511485457420349,0.1488514542579651,0.11036999523639679,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.028892407193779945,0.05288421660661698
13,102,26,0.028892407193779945,0.0024093089159578085,0.04908471181988716,26.18107301717582,0.8670457005500793,0.13295429944992065,0.1002906858921051,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.026054924353957176,0.04743479937314987
14,104,24,0.026054924353957176,0.00222185580059886,0.047136563807725906,26.532842343490714,0.8758869767189026,0.12411302328109741,0.09316690266132355,2048,1.5,16.0,0.0703125,9437184,589824,fp32,288,0.024613039568066597,0.04451303631067276
