iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,60,68,0.044241465628147125,0.0039645093493163586,0.06296434998512268,24.018104820806624,0.7088045477867126,0.29119545221328735,0.5027943849563599,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.03504519909620285,0.08627524971961975
2,56,72,0.03504519909620285,0.0029946414288133383,0.05472331866621971,25.23655186120009,0.771213948726654,0.22878605127334595,0.37852466106414795,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.02886158600449562,0.06884647905826569
3,57,71,0.02886158600449562,0.002418265910819173,0.049175865948200226,26.164959465375077,0.8151096701622009,0.18489032983779907,0.29294994473457336,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.024559566751122475,0.0566257193684578
4,56,72,0.024559566751122475,0.0018129425588995218,0.04257866367697716,27.416160074877368,0.8572295308113098,0.14277046918869019,0.21297161281108856,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.020040666684508324,0.0445866271853447
5,60,68,0.020040666684508324,0.001472781877964735,0.03837684169411659,28.318615515599017,0.8825094699859619,0.11749053001403809,0.16571980714797974,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.017136285081505775,0.03720713406801224
6,64,64,0.017136285081505775,0.0012317684013396502,0.035096559673547745,29.0947087815378,0.9007594585418701,0.09924054145812988,0.13621877133846283,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.014972388744354248,0.031826019287109375
7,63,65,0.014972388744354248,0.0010270950151607394,0.03204832226037979,29.8838922257838,0.9137182235717773,0.08628177642822266,0.11617838591337204,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.013291407376527786,0.027889481186866762
8,63,65,0.013291407376527786,0.0008415664196945727,0.02900976501405239,30.749115394285536,0.9257141947746277,0.07428580522537231,0.09860490262508392,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.011694252490997314,0.024212563037872316
9,63,65,0.011694252490997314,0.0007221505511552095,0.02687285840511322,31.413723192118642,0.9359984397888184,0.06400156021118164,0.08123910427093506,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.010376638732850552,0.021101623028516772
10,62,66,0.010376638732850552,0.0005934456130489707,0.024360738694667816,32.26619078568621,0.9461299777030945,0.05387002229690552,0.06732407212257385,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.008913632482290268,0.01790491044521332
11,67,61,0.008913632482290268,0.0005167576018720865,0.02273230254650116,32.86713043692274,0.9532940983772278,0.04670590162277222,0.057851873338222504,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.007847495377063751,0.015619176626205444
12,63,65,0.007847495377063751,0.00040727952728047967,0.020181167870759964,33.90107455693964,0.9609410762786865,0.03905892372131348,0.04953732714056969,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.006737124174833298,0.013201484084129335
13,68,60,0.006737124174833298,0.0003278247022535652,0.01810592971742153,34.8435836293598,0.9674134254455566,0.03258657455444336,0.04178941622376442,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.005707381758838892,0.011083220317959787
14,71,57,0.005707381758838892,0.0002920523111242801,0.017089538276195526,35.34539363042019,0.970292866230011,0.029707133769989014,0.03778430074453354,2048,1.5,16.0,0.0703125,9437184,589824,fp32,288,0.005250734742730856,0.010142014548182487
