iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,65,63,0.03955180570483208,0.002570162061601877,0.05069676414132118,25.90039508294874,0.786868155002594,0.213131844997406,0.3627151846885681,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.028118116781115532,0.06512086242437364
2,61,67,0.028118116781115532,0.0018131091492250562,0.04258061945438385,27.415761620816927,0.837897002696991,0.16210299730300903,0.26122233271598816,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.021998189389705658,0.05001915097236634
3,55,73,0.021998189389705658,0.0014337815809994936,0.03786530718207359,28.435170627304135,0.8709966540336609,0.1290033459663391,0.20420676469802856,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.018198587000370026,0.04035953879356385
4,50,78,0.018198587000370026,0.001199453487060964,0.034633126109838486,29.21016709823272,0.8922111392021179,0.10778886079788208,0.16793595254421234,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.01585238426923752,0.03423967957496643
5,47,81,0.01585238426923752,0.0009902265155687928,0.03146786615252495,30.04265416984749,0.9099933505058289,0.09000664949417114,0.13826367259025574,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.013494518585503101,0.02879694476723671
6,44,84,0.013494518585503101,0.0008567532058805227,0.029270347207784653,30.671440893151175,0.9212610721588135,0.07873892784118652,0.11971259862184525,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.011984523385763168,0.025335404276847842
7,42,86,0.011984523385763168,0.0007294266251847148,0.027007900178432465,31.370183656441387,0.9334182739257812,0.06658172607421875,0.09736517816781998,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.010349399410188198,0.02159586474299431
8,34,94,0.010349399410188198,0.000613323412835598,0.024765366688370705,32.123106076012505,0.9420126080513,0.05798739194869995,0.08114519715309143,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.009115256369113922,0.01888968348503113
9,34,94,0.009115256369113922,0.0005398442153818905,0.023234548047184944,32.67731659637382,0.9483817219734192,0.05161827802658081,0.07104359567165375,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.008228299207985401,0.016906294971704483
10,32,96,0.008228299207985401,0.00047095248010009527,0.02170144021511078,33.270229322114574,0.954570472240448,0.045429527759552,0.05993980914354324,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.007280873600393534,0.014910604432225229
11,30,98,0.007280873600393534,0.0004090829461347312,0.020225798711180687,33.88188649166009,0.9597232937812805,0.04027670621871948,0.05198211967945099,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.006470675114542246,0.013231881335377695
12,31,97,0.006470675114542246,0.00034516246523708105,0.01857854798436165,34.61976464540822,0.9645090103149414,0.035490989685058594,0.045084621757268906,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.005775609519332647,0.011718685552477837
13,30,98,0.005775609519332647,0.0002999390126205981,0.01731874793767929,35.22967053887849,0.9685279726982117,0.03147202730178833,0.04030051827430725,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.0051804534159600735,0.010438768193125725
14,28,100,0.0051804534159600735,0.0002549350610934198,0.015966685488820076,35.93570504586735,0.9727003574371338,0.02729964256286621,0.03470799699425697,2048,1.5,16.0,0.0703125,9437184,589824,fp32,288,0.004528405144810677,0.009082652628421783
