iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,65,63,0.042122937738895416,0.002710619242861867,0.052063606679439545,25.669313811446415,0.6528549790382385,0.3471450209617615,0.471805214881897,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.03373109549283981,0.09641388058662416
2,60,68,0.03373109549283981,0.0022222078405320644,0.047140300273895264,26.532151514454053,0.7138531804084778,0.2861468195915222,0.35658183693885803,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.029320256784558296,0.08068556934595109
3,58,70,0.029320256784558296,0.0019347158959135413,0.04398540407419205,27.133827985568274,0.7564122080802917,0.24358779191970825,0.28066980838775635,640,0.46875,51.2,0.02197265625,9437184,184320,fp32,288,0.026275748386979103,0.06973815709352493
4,54,74,0.026275748386979103,0.0017085650470107794,0.04133479297161102,27.673685273690012,0.7908334732055664,0.2091665267944336,0.22795000672340393,768,0.5625,42.666666666666664,0.0263671875,9437184,221184,fp32,288,0.02363002859055996,0.06073732823133469
5,50,78,0.02363002859055996,0.001471199793741107,0.038356222212314606,28.323283517966793,0.8200386166572571,0.17996138334274292,0.1863895207643509,896,0.65625,36.57142857142857,0.03076171875,9437184,258048,fp32,288,0.021176116541028023,0.05293316990137101
6,50,78,0.021176116541028023,0.001276023336686194,0.035721469670534134,28.941413406556748,0.8436591029167175,0.15634089708328247,0.15850715339183807,1024,0.75,32.0,0.03515625,9437184,294912,fp32,288,0.01888885535299778,0.04637926369905472
7,48,80,0.01888885535299778,0.0011347150430083275,0.033685531467199326,29.451131737607952,0.8620398044586182,0.13796019554138184,0.13761062920093536,1152,0.84375,28.444444444444443,0.03955078125,9437184,331776,fp32,288,0.01731591857969761,0.04144477397203446
8,48,80,0.01731591857969761,0.0010039235930889845,0.0316847525537014,29.982992019323106,0.8794528841972351,0.12054711580276489,0.11831112205982208,1280,0.9375,25.6,0.0439453125,9437184,368640,fp32,288,0.01573961041867733,0.03670111149549484
9,42,86,0.01573961041867733,0.0009247623383998871,0.030409906059503555,30.33969800978561,0.8900819420814514,0.10991805791854858,0.10767679661512375,1408,1.03125,23.272727272727273,0.04833984375,9437184,405504,fp32,288,0.014793695881962776,0.03381856828927994
10,41,87,0.014793695881962776,0.0008080104016698897,0.02842552401125431,30.92583098458252,0.9023593068122864,0.09764069318771362,0.0943957269191742,1536,1.125,21.333333333333332,0.052734375,9437184,442368,fp32,288,0.013511763885617256,0.030337549746036533
11,41,87,0.013511763885617256,0.000727666774764657,0.026975300163030624,31.380674134147057,0.9123215675354004,0.08767843246459961,0.08506850153207779,1664,1.21875,19.692307692307693,0.05712890625,9437184,479232,fp32,288,0.012509595602750778,0.027543362975120545
12,38,90,0.012509595602750778,0.0006602486246265471,0.025695303454995155,31.802925776835554,0.9197106957435608,0.08028930425643921,0.07740074396133423,1792,1.3125,18.285714285714285,0.0615234375,9437184,516096,fp32,288,0.011622648686170578,0.025355979800224304
13,37,91,0.011622648686170578,0.0005953281652182341,0.024399347603321075,32.252435487349956,0.927008867263794,0.07299113273620605,0.06935132294893265,1920,1.40625,17.066666666666666,0.06591796875,9437184,552960,fp32,288,0.010659394785761833,0.023125742375850678
14,38,90,0.010659394785761833,0.0005487343878485262,0.023425079882144928,32.60637879268017,0.9326898455619812,0.0673101544380188,0.06390421092510223,2048,1.5,16.0,0.0703125,9437184,589824,fp32,288,0.00998719222843647,0.021451784670352938
