iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,13,19,0.16240480542182922,9.71620347764757,0.04096006229519844,0.20238591730594635,13.876394397860143,0.22180764377117157,0.7781923562288284,1.0325927734375,96,0.0703125,341.3333333333333,0.0032958984375,9437184,27648,fp32,288,0.15883630514144897,0.2827075153589249
2,14,18,0.15883630514144897,8.187611897786459,0.042498134076595306,0.20615075528621674,13.716302082906289,0.22006793320178986,0.7799320667982101,1.0298477411270142,128,0.09375,256.0,0.00439453125,9437184,36864,fp32,288,0.16244010627269745,0.2859384983778
3,13,19,0.16244010627269745,6.537119547526042,0.03981409966945648,0.19953471422195435,13.99963102707931,0.22125475108623505,0.778745248913765,1.0275728702545166,160,0.1171875,204.8,0.0054931640625,9437184,46080,fp32,288,0.15628772974014282,0.2807792335748672
4,13,19,0.15628772974014282,8.15946790907118,0.04157409071922302,0.20389725267887115,13.811771515871358,0.22036296129226685,0.7796370387077332,1.0215519666671753,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.1582459658384323,0.2825241804122925
5,13,19,0.1582459658384323,8.64596896701389,0.04406774044036865,0.2099231779575348,13.558790754342576,0.2201039046049118,0.7798960953950882,1.0223288536071777,224,0.1640625,146.28571428571428,0.0076904296875,9437184,64512,fp32,288,0.16430407762527466,0.2874224811792374
6,10,22,0.16430407762527466,8.09817843967014,0.044369831681251526,0.21064147353172302,13.529122350103588,0.21895192563533783,0.7810480743646622,1.021270751953125,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.16463597118854523,0.28791839182376866
7,10,22,0.16463597118854523,8.019256591796875,0.04325283318758011,0.2079731523990631,13.639854876472254,0.21846146881580353,0.7815385311841965,1.022013783454895,288,0.2109375,113.77777777777777,0.0098876953125,9437184,82944,fp32,288,0.16290275752544403,0.2866299122571946
8,10,22,0.16290275752544403,7.382286919487847,0.04049103707075119,0.20122385025024414,13.926410214629872,0.2185659259557724,0.7814340740442276,1.0239237546920776,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.15705548226833344,0.2819312006235123
9,12,20,0.15705548226833344,6.17277357313368,0.04240470007061958,0.20592401921749115,13.725860222265638,0.2172098308801651,0.7827901691198349,1.0215444564819336,352,0.2578125,93.0909090909091,0.0120849609375,9437184,101376,fp32,288,0.16109122335910797,0.28543101251125336
10,12,20,0.16109122335910797,11.03329128689236,0.04481611028313637,0.21169815957546234,13.485658517361383,0.21714287996292114,0.7828571200370789,1.0225425958633423,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.16571898758411407,0.28914661407470704
11,10,22,0.16571898758411407,7.672797309027778,0.04223798215389252,0.20551881194114685,13.742968658830721,0.2171800136566162,0.7828199863433838,1.0294915437698364,416,0.3046875,78.76923076923077,0.0142822265625,9437184,119808,fp32,288,0.1611117571592331,0.28545340299606325
12,12,20,0.1611117571592331,8.280266655815971,0.044039640575647354,0.20985624194145203,13.561562805134312,0.21689434349536896,0.783105656504631,1.0198200941085815,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.16230353713035583,0.2864639610052109
13,11,21,0.16230353713035583,6.675211588541667,0.044136617332696915,0.21008716523647308,13.55200995008175,0.21646256744861603,0.783537432551384,1.0195927619934082,480,0.3515625,68.26666666666667,0.0164794921875,9437184,138240,fp32,288,0.16303645074367523,0.287136647105217
14,11,21,0.16303645074367523,7.783847384982639,0.04445044696331024,0.21083274483680725,13.521238526257067,0.21341784298419952,0.7865821570158005,1.014012098312378,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.1632373332977295,0.2879062980413437
