iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,19,13,0.04289095848798752,15.29600355360243,0.006279324181377888,0.07924218475818634,22.02087113529207,0.6002952456474304,0.3997047543525696,0.7544502019882202,96,0.0703125,341.3333333333333,0.0032958984375,9437184,27648,fp32,288,0.05358804389834404,0.12281138598918916
2,17,15,0.05358804389834404,19.416215684678818,0.0061941854655742645,0.0787031501531601,22.080157705663268,0.5947608351707458,0.40523916482925415,0.7627719044685364,128,0.09375,256.0,0.00439453125,9437184,36864,fp32,288,0.05683412775397301,0.12651513516902924
3,10,22,0.05683412775397301,13.081529405381945,0.006120428442955017,0.07823316752910614,22.13218226204756,0.5963072180747986,0.4036927819252014,0.7616491317749023,160,0.1171875,204.8,0.0054931640625,9437184,46080,fp32,288,0.05556201934814453,0.1251881718635559
4,9,23,0.05556201934814453,15.554300944010416,0.005191320553421974,0.07205081731081009,22.847219293291353,0.600782573223114,0.399217426776886,0.7585533261299133,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.05027402564883232,0.12006270587444307
5,13,19,0.05027402564883232,15.665690104166666,0.005737925413995981,0.07574909180402756,22.412451208631463,0.5935535430908203,0.4064464569091797,0.7733559012413025,224,0.1640625,146.28571428571428,0.0076904296875,9437184,64512,fp32,288,0.0536101870238781,0.12417744100093842
6,9,23,0.0536101870238781,11.279127332899305,0.0068118213675916195,0.08253376185894012,21.667367515376483,0.5861868262290955,0.41381317377090454,0.7775088548660278,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.059881165623664856,0.1306675672531128
7,9,23,0.059881165623664856,16.149987114800346,0.006258189678192139,0.07910872250795364,22.035513288901537,0.5924695134162903,0.4075304865837097,0.7716331481933594,288,0.2109375,113.77777777777777,0.0098876953125,9437184,82944,fp32,288,0.05596635118126869,0.1262791782617569
8,9,23,0.05596635118126869,11.20512220594618,0.005864107981324196,0.07657746225595474,22.317981246299556,0.5947483777999878,0.4052516222000122,0.7747479677200317,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.0548088364303112,0.1248973935842514
9,8,24,0.0548088364303112,14.381832546657986,0.005554968025535345,0.0745316594839096,22.553184396282457,0.5957621335983276,0.40423786640167236,0.7714773416519165,352,0.2578125,93.0909090909091,0.0120849609375,9437184,101376,fp32,288,0.053167976438999176,0.12338195443153382
10,12,20,0.053167976438999176,13.897620307074654,0.005824213847517967,0.07631653547286987,22.347626196581636,0.5923042893409729,0.4076957106590271,0.7822765707969666,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.0560697577893734,0.12639494836330414
11,10,22,0.0560697577893734,14.55959743923611,0.006012601777911186,0.07754097133874893,22.20937411392857,0.5917782783508301,0.4082217216491699,0.7783955335617065,416,0.3046875,78.76923076923077,0.0142822265625,9437184,119808,fp32,288,0.056256551295518875,0.1266495853662491
12,11,21,0.056256551295518875,14.206017388237846,0.005663449876010418,0.07525589317083359,22.469189856888498,0.5944307446479797,0.40556925535202026,0.7841014862060547,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.05317006632685661,0.12364990413188935
13,10,22,0.05317006632685661,12.263912624782986,0.006453164853155613,0.08033159375190735,21.902273465295792,0.5884073376655579,0.41159266233444214,0.7822136878967285,480,0.3515625,68.26666666666667,0.0164794921875,9437184,138240,fp32,288,0.059324078261852264,0.12977779507637024
14,9,23,0.059324078261852264,11.838870578342014,0.005770946387201548,0.0759667456150055,22.387530250180237,0.5919747352600098,0.40802526473999023,0.782755970954895,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.05603376403450966,0.1264320641756058
