iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,11,21,0.07201005518436432,10.576968722873264,0.012829886749386787,0.11326909065246582,18.91777228146372,0.46855008602142334,0.5314499139785767,0.8621320724487305,96,0.0703125,341.3333333333333,0.0032958984375,9437184,27648,fp32,288,0.07998289167881012,0.17027629613876344
2,9,23,0.07998289167881012,9.710862901475695,0.014166625216603279,0.1190236359834671,18.48733554198656,0.4663117825984955,0.5336882174015045,0.8548078536987305,128,0.09375,256.0,0.00439453125,9437184,36864,fp32,288,0.08761585503816605,0.17683032751083375
3,7,25,0.08761585503816605,6.29425048828125,0.015170322731137276,0.12316786497831345,18.19005043110871,0.4656018316745758,0.5343981683254242,0.8561551570892334,160,0.1171875,204.8,0.0054931640625,9437184,46080,fp32,288,0.08856276422739029,0.17772984504699707
4,7,25,0.08856276422739029,6.183539496527778,0.014354770071804523,0.11981139332056046,18.43003610870429,0.4650839567184448,0.5349160432815552,0.8524988889694214,192,0.140625,170.66666666666666,0.006591796875,9437184,55296,fp32,288,0.08754535019397736,0.17701948881149293
5,7,25,0.08754535019397736,6.598069932725695,0.014569295570254326,0.12070333957672119,18.365614850735398,0.46553921699523926,0.5344607830047607,0.8524393439292908,224,0.1640625,146.28571428571428,0.0076904296875,9437184,64512,fp32,288,0.08604803681373596,0.17573058605194092
6,7,25,0.08604803681373596,6.375291612413195,0.013688110746443272,0.11699619889259338,18.636565198072102,0.46504977345466614,0.5349502265453339,0.8510045409202576,256,0.1875,128.0,0.0087890625,9437184,73728,fp32,288,0.08567490428686142,0.17552996873855592
7,7,25,0.08567490428686142,6.250678168402778,0.014089392498135567,0.11869874596595764,18.5110768501815,0.4646088778972626,0.5353911221027374,0.8544870018959045,288,0.2109375,113.77777777777777,0.0098876953125,9437184,82944,fp32,288,0.08569187670946121,0.17563172578811648
8,8,24,0.08569187670946121,7.236395941840278,0.012178516015410423,0.11035631597042084,19.14405625809467,0.46644988656044006,0.5335501134395599,0.8586798310279846,320,0.234375,102.4,0.010986328125,9437184,92160,fp32,288,0.07967188954353333,0.17044753432273865
9,9,23,0.07967188954353333,6.799401177300347,0.012754873372614384,0.11293747276067734,18.943238064909053,0.46628642082214355,0.5337135791778564,0.8533123135566711,352,0.2578125,93.0909090909091,0.0120849609375,9437184,101376,fp32,288,0.08210383355617523,0.17242578268051148
10,7,25,0.08210383355617523,8.18210177951389,0.011788513511419296,0.10857491940259933,19.285409334921432,0.4675450325012207,0.5324549674987793,0.8598774075508118,384,0.28125,85.33333333333333,0.01318359375,9437184,110592,fp32,288,0.07765758782625198,0.16861706376075747
11,10,22,0.07765758782625198,8.641899956597221,0.013258788734674454,0.11514681577682495,18.77496235934273,0.46556520462036133,0.5344347953796387,0.8571369647979736,416,0.3046875,78.76923076923077,0.0142822265625,9437184,119808,fp32,288,0.08364401012659073,0.17380216717720032
12,8,24,0.08364401012659073,6.015692816840278,0.013152898289263248,0.11468608677387238,18.809785792413848,0.46497881412506104,0.535021185874939,0.8582536578178406,448,0.328125,73.14285714285714,0.015380859375,9437184,129024,fp32,288,0.08301341533660889,0.17341496944427492
13,7,25,0.08301341533660889,8.808051215277779,0.010635594837367535,0.10312902182340622,19.73238368175308,0.4673748016357422,0.5326251983642578,0.8615609407424927,480,0.3515625,68.26666666666667,0.0164794921875,9437184,138240,fp32,288,0.07498899102210999,0.16651623249053957
14,10,22,0.07498899102210999,8.451419406467014,0.010220261290669441,0.10109531134366989,19.905380513496326,0.4678228795528412,0.5321771204471588,0.8610919117927551,512,0.375,64.0,0.017578125,9437184,147456,fp32,288,0.07209942489862442,0.1641149640083313
