image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,total_time
kodim01.png,2D-GS,0.07505467534065247,0.2739610970020294,11.246222294058413,0.2112799435853958,0.7887200564146042,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,277.8632049560547
kodim02.png,2D-GS,0.05754581093788147,0.239887073636055,12.399862877647402,0.22036711871623993,0.7796328812837601,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,275.1514239311218
kodim03.png,2D-GS,0.06739594787359238,0.2596072852611542,11.713661599869978,0.21837560832500458,0.7816243916749954,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,280.46744894981384
kodim04.png,2D-GS,0.07021404057741165,0.2649793326854706,11.535760800592865,0.21023432910442352,0.7897656708955765,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,281.7930009365082
kodim05.png,2D-GS,0.04849044978618622,0.22020547091960907,13.143437792143683,0.3092953860759735,0.6907046139240265,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,290.6049129962921
kodim06.png,2D-GS,0.13701318204402924,0.37015292048454285,8.632376277939494,0.14937438070774078,0.8506256192922592,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,302.4557418823242
kodim07.png,2D-GS,0.07351472973823547,0.27113598585128784,11.33625722734001,0.22313161194324493,0.7768683880567551,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,369.8158767223358
kodim08.png,2D-GS,0.11517879366874695,0.33938002586364746,9.38627397215752,0.2602554261684418,0.7397445738315582,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,298.28756403923035
kodim09.png,2D-GS,0.10650322586297989,0.32634833455085754,9.726372460714554,0.1549437791109085,0.8450562208890915,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,324.58314323425293
kodim10.png,2D-GS,0.09489434212446213,0.3080492615699768,10.22759708000252,0.16007781028747559,0.8399221897125244,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,320.09918308258057
kodim11.png,2D-GS,0.05729592218995094,0.23936566710472107,12.418762389004272,0.22872404754161835,0.7712759524583817,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,325.29087924957275
kodim12.png,2D-GS,0.17886869609355927,0.42292872071266174,7.474656761250412,0.1134437695145607,0.8865562304854393,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,305.63369393348694
kodim13.png,2D-GS,0.08199277520179749,0.2863438129425049,10.862244066234663,0.24243605136871338,0.7575639486312866,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,307.69916796684265
kodim14.png,2D-GS,0.060179781168699265,0.24531567096710205,12.205494582876018,0.257758766412735,0.742241233587265,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,314.1743149757385
kodim15.png,2D-GS,0.13725347816944122,0.3704773783683777,8.62476702537737,0.2643808424472809,0.7356191575527191,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,313.24253511428833
kodim16.png,2D-GS,0.06698199361562729,0.25880879163742065,11.740419237522236,0.16454334557056427,0.8354566544294357,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,315.0177221298218
kodim17.png,2D-GS,0.0419611819088459,0.20484428107738495,13.771522529225408,0.345732182264328,0.654267817735672,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,309.03853392601013
kodim18.png,2D-GS,0.03577693924307823,0.1891479343175888,14.463968650518114,0.27817821502685547,0.7218217849731445,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,324.6685152053833
kodim19.png,2D-GS,0.09294561296701431,0.3048698306083679,10.317710789576221,0.17262090742588043,0.8273790925741196,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,300.3816730976105
kodim20.png,2D-GS,0.2944415211677551,0.5426246523857117,5.310009621885021,0.1488705575466156,0.8511294424533844,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,307.6903250217438
kodim21.png,2D-GS,0.08888640254735947,0.29813823103904724,10.511646790974673,0.1830381602048874,0.8169618397951126,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,303.60181522369385
kodim22.png,2D-GS,0.08237107843160629,0.28700360655784607,10.842252193542043,0.17449454963207245,0.8255054503679276,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,313.80892276763916
kodim23.png,2D-GS,0.08542665094137192,0.29227837920188904,10.684066447993066,0.2072243094444275,0.7927756905555725,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,322.8031449317932
kodim24.png,2D-GS,0.08699393272399902,0.2949473261833191,10.60510986394961,0.2292025089263916,0.7707974910736084,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,325.9477958679199
