tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,25.170615887329756,28.44816113581269,64,64
1,0,64,64,128,32,32,7,22.52707417479142,24.410547027673005,64,64
2,0,128,64,192,32,32,7,26.21518321355613,25.2816626014721,64,64
3,0,192,64,256,32,32,7,21.11132900540071,24.14536299714504,64,64
4,64,0,128,64,32,32,7,19.363644734353347,19.239255075200973,64,64
5,64,64,128,128,32,32,7,17.814894101910124,19.166452446133604,64,64
6,64,128,128,192,32,32,7,16.573527870370995,16.973704158973668,64,64
7,64,192,128,256,32,32,7,27.054872685459088,27.55881978006738,64,64
8,128,0,192,64,32,32,7,21.392616396601383,21.870506294597718,64,64
9,128,64,192,128,32,32,7,17.710260592576134,18.203313156001865,64,64
10,128,128,192,192,32,32,7,21.916320046678766,22.89862576146435,64,64
11,128,192,192,256,32,32,7,24.129869941686337,24.709548017358408,64,64
12,192,0,256,64,32,32,7,23.5612346353936,23.380458026881303,64,64
13,192,64,256,128,32,32,7,19.576881052359717,22.013298688392386,64,64
14,192,128,256,192,32,32,7,24.692005506504113,25.025752998782362,64,64
15,192,192,256,256,32,32,7,25.755055459958033,26.52970771403725,64,64
