tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,23.66185368258276,22.490491033834918,64,64
1,0,64,64,128,32,32,7,22.005443045680998,20.674082947698814,64,64
2,0,128,64,192,32,32,7,20.587101676797698,20.965781392544866,64,64
3,0,192,64,256,32,32,7,22.097062997989223,22.96246414681294,64,64
4,64,0,128,64,32,32,7,16.26681247148018,17.64676485718414,64,64
5,64,64,128,128,32,32,7,17.03190465285918,16.388083896039156,64,64
6,64,128,128,192,32,32,7,18.34038377873012,17.658318807757425,64,64
7,64,192,128,256,32,32,7,19.62572892895826,21.050464245526577,64,64
8,128,0,192,64,32,32,7,25.616947786353393,25.971072622284808,64,64
9,128,64,192,128,32,32,7,20.86553579578919,19.568893651542112,64,64
10,128,128,192,192,32,32,7,18.177499008453406,18.52661962609128,64,64
11,128,192,192,256,32,32,7,20.277713654013795,20.65693756726469,64,64
12,192,0,256,64,32,32,7,28.66848481894687,30.08589369479123,64,64
13,192,64,256,128,32,32,7,27.321507458656633,27.242463602174666,64,64
14,192,128,256,192,32,32,7,25.886001411243257,26.25934305099271,64,64
15,192,192,256,256,32,32,7,26.08116350601,24.147226927691896,64,64
