tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,21.176783408541098,22.253570990504468,64,64
1,0,64,64,128,32,32,7,27.96239674367438,27.55570179557438,64,64
2,0,128,64,192,32,32,7,29.766264028039117,29.350477165926783,64,64
3,0,192,64,256,32,32,7,22.968589292960957,20.227300453862664,64,64
4,64,0,128,64,32,32,7,20.614049829826406,20.902621932087023,64,64
5,64,64,128,128,32,32,7,19.39259696455552,19.79706674924178,64,64
6,64,128,128,192,32,32,7,23.292799673725533,22.61448403262677,64,64
7,64,192,128,256,32,32,7,30.4565249347609,32.78292578963566,64,64
8,128,0,192,64,32,32,7,27.59675514230839,28.10289428685694,64,64
9,128,64,192,128,32,32,7,24.43601420931753,25.367582600649815,64,64
10,128,128,192,192,32,32,7,19.830506416338483,20.6495888386548,64,64
11,128,192,192,256,32,32,7,21.17356837045325,22.931927481194148,64,64
12,192,0,256,64,32,32,7,29.451151029270143,29.04687175876825,64,64
13,192,64,256,128,32,32,7,24.844340769458295,24.82727710441643,64,64
14,192,128,256,192,32,32,7,25.378569030488514,25.642345185009766,64,64
15,192,192,256,256,32,32,7,21.755926545502643,22.257930293773768,64,64
