tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,30.62505964557773,32.61166296759327,64,64
1,0,64,64,128,32,32,7,31.06088993255235,31.301526547393088,64,64
2,0,128,64,192,32,32,7,22.005007722058366,22.81007300217743,64,64
3,0,192,64,256,32,32,7,29.31003289946885,31.722680009528673,64,64
4,64,0,128,64,32,32,7,21.484877927340065,19.358725637896125,64,64
5,64,64,128,128,32,32,7,25.259775589547115,26.08163496473493,64,64
6,64,128,128,192,32,32,7,16.177552517484624,18.199121274897205,64,64
7,64,192,128,256,32,32,7,30.85164526703176,34.27551571803897,64,64
8,128,0,192,64,32,32,7,14.436650214594591,13.991000073559496,64,64
9,128,64,192,128,32,32,7,16.23622167840139,16.129574522692064,64,64
10,128,128,192,192,32,32,7,18.047347198626312,18.363192108861853,64,64
11,128,192,192,256,32,32,7,18.130056722493528,18.800998200821695,64,64
12,192,0,256,64,32,32,7,17.481807394719006,16.246915175331115,64,64
13,192,64,256,128,32,32,7,23.44762600251698,24.761406052661936,64,64
14,192,128,256,192,32,32,7,28.149971173127888,27.320413819979258,64,64
15,192,192,256,256,32,32,7,25.941707396792204,27.03327156657171,64,64
