tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,23.97761510204111,24.929487375534116,64,64
1,0,64,64,128,32,32,7,18.857089025204303,20.276477015681632,64,64
2,0,128,64,192,32,32,7,25.565561853845193,21.983051571618937,64,64
3,0,192,64,256,32,32,7,22.96608450970647,22.290766409948553,64,64
4,64,0,128,64,32,32,7,23.579061008186365,23.267570321944934,64,64
5,64,64,128,128,32,32,7,19.197525631306956,19.42707878262517,64,64
6,64,128,128,192,32,32,7,18.228364310000018,18.759268995364028,64,64
7,64,192,128,256,32,32,7,22.536425366466855,23.366576645511547,64,64
8,128,0,192,64,32,32,7,22.64729425782386,22.309395597208145,64,64
9,128,64,192,128,32,32,7,20.2864758416151,18.150696309816105,64,64
10,128,128,192,192,32,32,7,21.49036626305339,22.403756448000646,64,64
11,128,192,192,256,32,32,7,25.946914630597373,26.196889620542073,64,64
12,192,0,256,64,32,32,7,24.550917016149917,24.908694295266713,64,64
13,192,64,256,128,32,32,7,24.904549477625842,25.745470489511135,64,64
14,192,128,256,192,32,32,7,25.53334578387374,24.8008133703892,64,64
15,192,192,256,256,32,32,7,25.84950552755049,24.502656916194354,64,64
