tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,38.13618148709038,37.84640770582229,64,64
1,0,64,64,128,32,32,7,22.795700965337304,17.582969248092265,64,64
2,0,128,64,192,32,32,7,37.69936727053141,41.686149183204286,64,64
3,0,192,64,256,32,32,7,42.86048271860017,44.8564980844639,64,64
4,64,0,128,64,32,32,7,20.62389411805311,17.82973208292514,64,64
5,64,64,128,128,32,32,7,18.182737346627896,17.812264257758784,64,64
6,64,128,128,192,32,32,7,30.15414681677656,29.66741880101964,64,64
7,64,192,128,256,32,32,7,30.946550532809603,30.60920454570786,64,64
8,128,0,192,64,32,32,7,17.55293174751339,17.066574838130496,64,64
9,128,64,192,128,32,32,7,16.204211999186622,17.25163361632219,64,64
10,128,128,192,192,32,32,7,17.770015779272963,18.137665214678336,64,64
11,128,192,192,256,32,32,7,20.73542877078587,20.98658637376273,64,64
12,192,0,256,64,32,32,7,17.798178134478494,17.66215345559671,64,64
13,192,64,256,128,32,32,7,19.514265749108485,19.259080705765182,64,64
14,192,128,256,192,32,32,7,19.330706970640065,18.464550103824042,64,64
15,192,192,256,256,32,32,7,17.7063204362179,17.941406857816254,64,64
