tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,32.29123833996138,27.042427019597977,64,64
1,0,64,64,128,32,32,7,32.935946764344884,33.30807133990992,64,64
2,0,128,64,192,32,32,7,26.569610403821173,25.071874930106507,64,64
3,0,192,64,256,32,32,7,29.78098051692526,22.79762269713586,64,64
4,64,0,128,64,32,32,7,31.776615169187142,27.066830563128732,64,64
5,64,64,128,128,32,32,7,18.97054209639511,16.88034943731874,64,64
6,64,128,128,192,32,32,7,21.86985484843033,23.000241427822154,64,64
7,64,192,128,256,32,32,7,25.56139578661327,24.36311204769224,64,64
8,128,0,192,64,32,32,7,23.53879446117407,20.644505812133374,64,64
9,128,64,192,128,32,32,7,16.400341667637342,16.369721397908947,64,64
10,128,128,192,192,32,32,7,22.262027240451083,20.73807439388677,64,64
11,128,192,192,256,32,32,7,17.103294534734296,17.010850718826568,64,64
12,192,0,256,64,32,32,7,22.151531103239137,21.243905840277385,64,64
13,192,64,256,128,32,32,7,16.548161346442033,17.394227587233196,64,64
14,192,128,256,192,32,32,7,19.860690351305045,19.727969807679532,64,64
15,192,192,256,256,32,32,7,20.966693111673074,21.07986836806034,64,64
