image,H,W,n_tiles,tile_h,tile_w,n_total_used,tile_time,gd_time,total_time,composite_mse,composite_rmse,composite_psnr,composite_ssim,composite_dssim,composite_lpips,composite_n_gaussians,composite_bits_per_pixel,composite_compression_ratio,composite_storage_mb,composite_original_bits,composite_compressed_bits,composite_quantization,composite_bits_per_gaussian,composite_l1,composite_loss
kodim01.png,256,256,16,64,64,512,14.82009744644165,0.0,14.866981506347656,0.010704948566854,0.10346472263336182,19.704154378131978,0.29882383346557617,0.7011761665344238,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08051973581314087,0.20465102195739748
kodim02.png,256,256,16,64,64,512,15.460566759109497,0.0,15.500059604644775,0.0033385194838047028,0.05777992308139801,24.764460797476737,0.6387465596199036,0.36125344038009644,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.03863408789038658,0.10315795838832856
kodim03.png,256,256,16,64,64,512,15.684589385986328,0.0,15.729889869689941,0.004645559936761856,0.0681583434343338,23.329618881603462,0.6600896716117859,0.3399103283882141,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.04536296799778938,0.10427244007587433
kodim04.png,256,256,16,64,64,512,16.156639337539673,0.0,16.198586225509644,0.006134254392236471,0.07832147926092148,22.122382262425802,0.555525004863739,0.444474995136261,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.05479828640818596,0.13273362815380096
kodim05.png,256,256,16,64,64,512,15.398532390594482,0.0,15.445939779281616,0.0224545169621706,0.1498483121395111,16.486962584613813,0.1832929402589798,0.8167070746421814,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.11586302518844604,0.25603183507919314
kodim06.png,256,256,16,64,64,512,15.360535860061646,0.0,15.404756784439087,0.011040803045034409,0.10507522523403168,19.569993275078968,0.44783493876457214,0.5521650314331055,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07501266151666641,0.17044313549995424
kodim07.png,256,256,16,64,64,512,20.88171076774597,0.0,20.9271399974823,0.010921160690486431,0.10450435429811478,19.617312302241807,0.42831549048423767,0.5716844797134399,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07952361553907394,0.17795578837394715
kodim08.png,256,256,16,64,64,512,16.913361072540283,0.0,16.9668710231781,0.02777082286775112,0.16664579510688782,15.56411246825035,0.24232017993927002,0.75767982006073,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.1286945343017578,0.25449159145355227
kodim09.png,256,256,16,64,64,512,15.617018461227417,0.0,15.670681715011597,0.009134843945503235,0.09557637572288513,20.39298876506288,0.5994762778282166,0.40052372217178345,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06793378293514252,0.13445177078247073
kodim10.png,256,256,16,64,64,512,14.590315341949463,0.0,14.639146089553833,0.008480050601065159,0.09208718687295914,20.71601579502273,0.5662506222724915,0.43374937772750854,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06455771625041962,0.13839604854583742
kodim11.png,256,256,16,64,64,512,15.942022323608398,0.0,15.991712808609009,0.008606893941760063,0.09277334809303284,20.651535419130205,0.4645194113254547,0.5354806184768677,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06521149724721909,0.15926532149314881
kodim12.png,256,256,16,64,64,512,14.761571407318115,0.0,14.8095223903656,0.009067070670425892,0.09522116929292679,20.42532995862626,0.6228829026222229,0.3771170973777771,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07068182528018951,0.13196887969970703
kodim13.png,256,256,16,64,64,512,15.094480752944946,0.0,15.144715070724487,0.01422768086194992,0.11927983909845352,18.468658865378213,0.26225659251213074,0.7377433776855469,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08784826844930649,0.21782729029655457
kodim14.png,256,256,16,64,64,512,15.11541485786438,0.0,15.16110348701477,0.011598127894103527,0.1076946035027504,19.356121042404787,0.33289873600006104,0.667101263999939,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08074241131544113,0.1980141818523407
kodim15.png,256,256,16,64,64,512,14.684164762496948,0.0,14.732795000076294,0.013336149044334888,0.11548224836587906,18.749695437786716,0.5651535391807556,0.4348464608192444,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.08306946605443954,0.15342486500740052
kodim16.png,256,256,16,64,64,512,14.260899066925049,0.0,14.310957670211792,0.003166529117152095,0.05627192184329033,24.99416519962834,0.5771276950836182,0.42287230491638184,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.03971227630972862,0.11634428203105926
kodim17.png,256,256,16,64,64,512,14.850207328796387,0.0,14.89486575126648,0.009353472851216793,0.0967133566737175,20.290271135398577,0.4389718472957611,0.5610281229019165,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07328448444604874,0.1708332121372223
kodim18.png,256,256,16,64,64,512,14.556879043579102,0.0,14.602311372756958,0.008680486120283604,0.09316912293434143,20.614559726985565,0.3817938566207886,0.6182061433792114,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06593463569879532,0.17638893723487856
kodim19.png,256,256,16,64,64,512,14.627167701721191,0.0,14.673518180847168,0.009981363080441952,0.09990677237510681,20.008101772941245,0.5104127526283264,0.4895872473716736,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06304728239774704,0.14835527539253235
kodim20.png,256,256,16,64,64,512,14.494252681732178,0.0,14.53822636604309,0.007766775321215391,0.08812931180000305,21.097592541914633,0.6750468611717224,0.3249531388282776,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.05163115635514259,0.1062955528497696
kodim21.png,256,256,16,64,64,512,14.927915573120117,0.0,14.97446060180664,0.010861801914870739,0.1042199656367302,19.64098154671065,0.5260212421417236,0.47397875785827637,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06813854724168777,0.14930658936500552
kodim22.png,256,256,16,64,64,512,14.219170570373535,0.0,14.261266708374023,0.006309485528618097,0.07943227142095566,22.00006048545812,0.4696864187717438,0.5303136110305786,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.05710865929722786,0.15174964964389803
kodim23.png,256,256,16,64,64,512,15.838152170181274,0.0,15.89307427406311,0.006506772246211767,0.08066456764936447,21.866343957754502,0.6282684206962585,0.37173157930374146,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.054382290691137314,0.11785214841365814
kodim24.png,256,256,16,64,64,512,14.47775650024414,0.0,14.526298761367798,0.0097678042948246,0.09883220493793488,20.10203049953422,0.3822563588619232,0.6177436113357544,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.07333648204803467,0.18221790790557862
