tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,23.249648329533507,26.581700327344237,64,64
1,0,64,64,128,32,32,7,23.545115583224202,24.284259127534746,64,64
2,0,128,64,192,32,32,7,27.23123798985856,26.325384777939526,64,64
3,0,192,64,256,32,32,7,22.78066675389322,23.09499013397776,64,64
4,64,0,128,64,32,32,7,24.306305724615278,23.46690478251643,64,64
5,64,64,128,128,32,32,7,27.581872131834217,24.370932135812133,64,64
6,64,128,128,192,32,32,7,24.13815716377325,23.259168451334734,64,64
7,64,192,128,256,32,32,7,22.815161314279013,23.29543290869497,64,64
8,128,0,192,64,32,32,7,27.27273021526772,23.259130794445987,64,64
9,128,64,192,128,32,32,7,29.475238373552383,26.40175519485574,64,64
10,128,128,192,192,32,32,7,18.380935852756238,18.962624996642063,64,64
11,128,192,192,256,32,32,7,16.633744572264394,13.405425795096322,64,64
12,192,0,256,64,32,32,7,18.718021617555515,20.13833309102289,64,64
13,192,64,256,128,32,32,7,20.666085340350012,21.541767003768637,64,64
14,192,128,256,192,32,32,7,19.509105489218538,19.766694353672676,64,64
15,192,192,256,256,32,32,7,19.28272622974847,19.083487452542176,64,64
