tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,21.75496298243527,22.222935116279828,64,64
1,0,64,64,128,32,32,7,17.747230501888932,18.445399460532602,64,64
2,0,128,64,192,32,32,7,17.156922239345388,17.252953503612225,64,64
3,0,192,64,256,32,32,7,19.54339110425095,20.44991296600645,64,64
4,64,0,128,64,32,32,7,24.956577815388528,25.4575400706992,64,64
5,64,64,128,128,32,32,7,25.244962138299485,25.824593102376458,64,64
6,64,128,128,192,32,32,7,22.59216631152035,22.91499860111889,64,64
7,64,192,128,256,32,32,7,24.1190139825977,23.12527677907878,64,64
8,128,0,192,64,32,32,7,15.758810475046817,15.541898970523857,64,64
9,128,64,192,128,32,32,7,17.990762657389407,17.067761718215234,64,64
10,128,128,192,192,32,32,7,17.118112248781888,16.763081360775995,64,64
11,128,192,192,256,32,32,7,19.32913146512609,19.426668937613197,64,64
12,192,0,256,64,32,32,7,18.877537600603056,17.630091482011196,64,64
13,192,64,256,128,32,32,7,18.119851404705653,18.41183456739949,64,64
14,192,128,256,192,32,32,7,16.69252439933135,15.965035090338057,64,64
15,192,192,256,256,32,32,7,16.365981897565288,15.681688993340968,64,64
