tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,19.749637230968805,20.097358500761963,64,64
1,0,64,64,128,32,32,7,23.947911085489345,19.248537673975775,64,64
2,0,128,64,192,32,32,7,28.704561284419633,35.74996801733322,64,64
3,0,192,64,256,32,32,7,26.708449105503146,37.47765325709166,64,64
4,64,0,128,64,32,32,7,15.610789624112,20.524394868257588,64,64
5,64,64,128,128,32,32,7,21.466348239296593,21.24334922426908,64,64
6,64,128,128,192,32,32,7,44.0813754442732,46.23809234092951,64,64
7,64,192,128,256,32,32,7,40.962210336917366,42.70487104294334,64,64
8,128,0,192,64,32,32,7,15.798832553023834,15.99140010838461,64,64
9,128,64,192,128,32,32,7,17.197897646109006,17.111811588247885,64,64
10,128,128,192,192,32,32,7,18.238053644384124,19.011665858089263,64,64
11,128,192,192,256,32,32,7,23.209129568833347,25.25380551950945,64,64
12,192,0,256,64,32,32,7,23.4964482752652,22.04425615523986,64,64
13,192,64,256,128,32,32,7,22.595511111562683,22.726326156194958,64,64
14,192,128,256,192,32,32,7,18.499093404657863,19.331183224912646,64,64
15,192,192,256,256,32,32,7,25.90134573469999,26.373244201759285,64,64
