tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,24.9854978549876,25.149485050127517,64,64
1,0,64,64,128,32,32,7,35.25187747869679,38.71859136769247,64,64
2,0,128,64,192,32,32,7,22.736582451227946,23.544284017551497,64,64
3,0,192,64,256,32,32,7,25.047405430066583,23.053054907067015,64,64
4,64,0,128,64,32,32,7,23.50109943283865,24.656761301210217,64,64
5,64,64,128,128,32,32,7,23.050108351906008,24.213409896029088,64,64
6,64,128,128,192,32,32,7,21.956977840339256,22.49085166016679,64,64
7,64,192,128,256,32,32,7,22.071059588571146,21.52067969467916,64,64
8,128,0,192,64,32,32,7,25.128869091186587,25.035597157583936,64,64
9,128,64,192,128,32,32,7,28.77944098432819,29.476033606423847,64,64
10,128,128,192,192,32,32,7,26.969230873895032,27.050386446529167,64,64
11,128,192,192,256,32,32,7,26.89074705302639,27.326773334501603,64,64
12,192,0,256,64,32,32,7,24.509886850106643,24.475034812644203,64,64
13,192,64,256,128,32,32,7,29.497733705401437,29.75890425987376,64,64
14,192,128,256,192,32,32,7,25.85455280180193,26.276370009168634,64,64
15,192,192,256,256,32,32,7,25.53718802628268,25.032871599718163,64,64
