tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,32,32,7,25.087650429827487,18.545257751846147,64,64
1,0,64,64,128,32,32,7,20.75855035806334,19.858850048470813,64,64
2,0,128,64,192,32,32,7,18.227288311375275,15.807845754130872,64,64
3,0,192,64,256,32,32,7,25.65262426920031,19.81682091969926,64,64
4,64,0,128,64,32,32,7,22.89256937119045,23.77842690556423,64,64
5,64,64,128,128,32,32,7,20.007527353135647,20.196005247514094,64,64
6,64,128,128,192,32,32,7,20.945868330699394,21.0405187234712,64,64
7,64,192,128,256,32,32,7,21.261748378946002,20.85724006431984,64,64
8,128,0,192,64,32,32,7,21.137984026707564,21.922045943992554,64,64
9,128,64,192,128,32,32,7,20.458919709951445,20.176460494588756,64,64
10,128,128,192,192,32,32,7,22.308090735694165,22.907681654215736,64,64
11,128,192,192,256,32,32,7,18.72796981360239,19.495484069560526,64,64
12,192,0,256,64,32,32,7,21.147119785674896,20.550978848618612,64,64
13,192,64,256,128,32,32,7,23.272868486555318,25.43669217138545,64,64
14,192,128,256,192,32,32,7,22.17881505031654,20.951799572938157,64,64
15,192,192,256,256,32,32,7,23.23794226687305,21.70274530171614,64,64
