image,variant,fit_time,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian
kodim01.png,minibatch,7.474176406860352,0.012870329432189465,0.11344747245311737,18.90410363968325,0.2537858188152313,0.7462141513824463,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim02.png,minibatch,5.616559743881226,0.0031402483582496643,0.056037917733192444,25.030360288630273,0.6606901288032532,0.3393098711967468,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim03.png,minibatch,4.706417798995972,0.005154686979949474,0.07179614901542664,22.877977059757484,0.6597948670387268,0.3402051329612732,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim04.png,minibatch,4.6350836753845215,0.006042571272701025,0.07773397862911224,22.187782138998916,0.5634388327598572,0.4365611672401428,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim05.png,minibatch,6.579694032669067,0.02398359775543213,0.15486638247966766,16.20085647153561,0.16453523933887482,0.8354647755622864,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim06.png,minibatch,5.0515382289886475,0.006635802332311869,0.08146043121814728,21.78106573807637,0.46884703636169434,0.5311529636383057,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim07.png,minibatch,7.50033164024353,0.011908027343451977,0.10912390798330307,19.241601791101104,0.4308130741119385,0.5691869258880615,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim08.png,minibatch,8.33044981956482,0.031017499044537544,0.17611785233020782,15.083932210131428,0.2174079269170761,0.7825920581817627,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim09.png,minibatch,4.741376876831055,0.00853018369525671,0.09235899150371552,20.690416550633234,0.6067412495613098,0.3932587504386902,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim10.png,minibatch,6.095062255859375,0.006893515586853027,0.0830271989107132,21.615592521581366,0.5775396823883057,0.42246031761169434,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim11.png,minibatch,4.352678298950195,0.008203085511922836,0.09057088941335678,20.86022744370662,0.4945555627346039,0.5054444074630737,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim12.png,minibatch,7.83973240852356,0.005981092806905508,0.07733752578496933,22.232194956926207,0.6609347462654114,0.3390652537345886,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim13.png,minibatch,6.86674952507019,0.013699795119464397,0.11704612523317337,18.632859485418944,0.24717386066913605,0.7528261542320251,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim14.png,minibatch,5.3701159954071045,0.012580078095197678,0.11216095089912415,19.00316678275295,0.3278031051158905,0.6721968650817871,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim15.png,minibatch,5.580919027328491,0.01035325974225998,0.10175096988677979,19.849229015023116,0.6368700861930847,0.3631299138069153,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim16.png,minibatch,5.369334936141968,0.003171125426888466,0.05631274729967117,24.987865653529603,0.5736603736877441,0.42633962631225586,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim17.png,minibatch,5.899958610534668,0.00760572450235486,0.08721080422401428,21.188593768343846,0.46217021346092224,0.5378297567367554,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim18.png,minibatch,6.008456468582153,0.008901571854948997,0.09434814006090164,20.505332860104787,0.3681604564189911,0.6318395137786865,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim19.png,minibatch,5.970059156417847,0.010263311676681042,0.10130800306797028,19.887124959140486,0.494572252035141,0.5054277181625366,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim20.png,minibatch,5.534480094909668,0.010584719479084015,0.10288206487894058,19.753206545839504,0.6684107780456543,0.3315892219543457,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim21.png,minibatch,7.136070013046265,0.00948621891438961,0.09739722311496735,20.229068592064515,0.5396074652671814,0.4603925347328186,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim22.png,minibatch,4.152037620544434,0.006601208820939064,0.08124782145023346,21.80376518502477,0.46651026606559753,0.5334897041320801,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim23.png,minibatch,6.034181594848633,0.01029104646295309,0.1014447957277298,19.87540478246229,0.6142852306365967,0.3857147693634033,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
kodim24.png,minibatch,5.826163291931152,0.011701643466949463,0.10817413777112961,19.317531058035783,0.36770734190940857,0.632292628288269,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288
