iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,8,8,0.0403306819498539,19.356791178385418,0.007176703307777643,0.08471542596817017,21.440750187661102,0.5954150557518005,0.40458494424819946,-1.0,48,0.2109375,113.77777777777777,0.00164794921875,1572864,13824,fp32,288,0.06097884476184845,0.12970006465911865
2,5,11,0.06097884476184845,10.454813639322916,0.005439642816781998,0.07375393062829971,22.64429588211424,0.6065720915794373,0.39342790842056274,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,0.05143636837601662,0.11983467638492584
3,5,11,0.05143636837601662,10.027567545572916,0.005196853540837765,0.07208920270204544,22.842595216273843,0.6065738201141357,0.39342617988586426,-1.0,80,0.3515625,68.26666666666667,0.00274658203125,1572864,23040,fp32,288,0.050997573882341385,0.11948329508304598
4,6,10,0.050997573882341385,15.049235026041666,0.008042707107961178,0.08968114107847214,20.94597792442635,0.5841269493103027,0.41587305068969727,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.07152371853590012,0.14039358496665955
5,4,12,0.07152371853590012,8.685302734375,0.006108862813562155,0.07815921306610107,22.140396674828473,0.6000363826751709,0.3999636173248291,-1.0,112,0.4921875,48.76190476190476,0.00384521484375,1572864,32256,fp32,288,0.05802484229207039,0.12641259729862214
6,5,11,0.05802484229207039,11.881001790364584,0.00551428971812129,0.07425826042890549,22.585104517266572,0.6034391522407532,0.3965608477592468,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.05229176580905914,0.12114558219909669
7,7,9,0.05229176580905914,17.826334635416668,0.005605403333902359,0.07486924529075623,22.513931720105486,0.6065160632133484,0.3934839367866516,-1.0,144,0.6328125,37.925925925925924,0.00494384765625,1572864,41472,fp32,288,0.05061006918549538,0.11918484270572663
8,10,6,0.05061006918549538,14.00146484375,0.005540636833757162,0.07443545758724213,22.56440346041198,0.6015574932098389,0.39844250679016113,-1.0,160,0.703125,34.13333333333333,0.0054931640625,1572864,46080,fp32,288,0.0533255934715271,0.12234897613525392
9,8,8,0.0533255934715271,14.013671875,0.006106661166995764,0.07814513146877289,22.141962152993436,0.6001556515693665,0.39984434843063354,-1.0,176,0.7734375,31.03030303030303,0.00604248046875,1572864,50688,fp32,288,0.056847553700208664,0.12544691264629365
10,5,11,0.056847553700208664,17.332967122395832,0.0055948602966964245,0.07479880005121231,22.522107650520887,0.6078934669494629,0.3921065330505371,-1.0,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.05315982922911644,0.12094916999340058
11,9,7,0.05315982922911644,11.830647786458334,0.005266331601887941,0.07256949692964554,22.784917973826317,0.6095564365386963,0.3904435634613037,-1.0,208,0.9140625,26.256410256410255,0.00714111328125,1572864,59904,fp32,288,0.051019083708524704,0.11890397965908052
12,9,7,0.051019083708524704,10.30731201171875,0.005582907702773809,0.07471885532140732,22.531395505597548,0.6087152361869812,0.3912847638130188,-1.0,224,0.984375,24.38095238095238,0.0076904296875,1572864,64512,fp32,288,0.05424034595489502,0.12164922952651978
13,7,9,0.05424034595489502,11.847432454427084,0.005195750389248133,0.0720815509557724,22.84351672494372,0.6093397736549377,0.39066022634506226,-1.0,240,1.0546875,22.755555555555556,0.00823974609375,1572864,69120,fp32,288,0.05043479800224304,0.11847988367080689
14,7,9,0.05043479800224304,12.579345703125,0.005315940827131271,0.07291049510240555,22.74419836275852,0.6061909198760986,0.39380908012390137,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05239163711667061,0.12067512571811675
