iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,11,5,0.08313537389039993,10.455830891927084,0.01511517632752657,0.12294379621744156,18.20586761423958,0.6169286370277405,0.3830713629722595,-1.0,48,0.2109375,113.77777777777777,0.00164794921875,1572864,13824,fp32,288,0.09857171773910522,0.1554716467857361
2,13,3,0.09857171773910522,4.46319580078125,0.016669536009430885,0.12911055982112885,17.78076453875073,0.6101245284080505,0.38987547159194946,-1.0,64,0.28125,85.33333333333333,0.002197265625,1572864,18432,fp32,288,0.10407235473394394,0.16123297810554504
3,13,3,0.10407235473394394,5.097452799479167,0.01598656363785267,0.1264379769563675,17.962448783008874,0.6072679162025452,0.39273208379745483,-1.0,80,0.3515625,68.26666666666667,0.00274658203125,1572864,23040,fp32,288,0.10442002862691879,0.16208243966102603
4,14,2,0.10442002862691879,3.42864990234375,0.012807466089725494,0.1131700724363327,18.92536783930938,0.6117729544639587,0.38822704553604126,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.09243371337652206,0.1515923798084259
5,13,3,0.09243371337652206,2.93731689453125,0.013276291079819202,0.11522278934717178,18.769232409914554,0.610004723072052,0.389995276927948,-1.0,112,0.4921875,48.76190476190476,0.00384521484375,1572864,32256,fp32,288,0.09302277117967606,0.15241727232933044
6,13,3,0.09302277117967606,2.4525960286458335,0.014307074248790741,0.1196121796965599,18.444491764502477,0.6093745231628418,0.3906254768371582,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.09788554906845093,0.1564335346221924
7,13,3,0.09788554906845093,2.2186279296875,0.015672991052269936,0.1251918226480484,18.048481222026226,0.6066362261772156,0.3933637738227844,-1.0,144,0.6328125,37.925925925925924,0.00494384765625,1572864,41472,fp32,288,0.10259592533111572,0.16074949502944946
8,14,2,0.10259592533111572,3.3655802408854165,0.014174741692841053,0.11905772238969803,18.48484835450567,0.606766402721405,0.39323359727859497,-1.0,160,0.703125,34.13333333333333,0.0054931640625,1572864,46080,fp32,288,0.0943666324019432,0.15414002537727356
9,13,3,0.0943666324019432,2.4073282877604165,0.01472362969070673,0.12134096771478653,18.3198509909976,0.6074591279029846,0.3925408720970154,-1.0,176,0.7734375,31.03030303030303,0.00604248046875,1572864,50688,fp32,288,0.09688393026590347,0.15601531863212587
10,14,2,0.09688393026590347,3.9667765299479165,0.013018150813877583,0.11409711092710495,18.854506742675085,0.6084345579147339,0.3915654420852661,-1.0,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.08810742944478989,0.14879903197288513
11,13,3,0.08810742944478989,4.288228352864583,0.014126271940767765,0.11885399371385574,18.499724151448042,0.6049346923828125,0.3950653076171875,-1.0,208,0.9140625,26.256410256410255,0.00714111328125,1572864,59904,fp32,288,0.09313557296991348,0.1535215198993683
12,13,3,0.09313557296991348,3.59954833984375,0.014135141856968403,0.11889130622148514,18.49699812564963,0.6033948063850403,0.3966051936149597,-1.0,224,0.984375,24.38095238095238,0.0076904296875,1572864,64512,fp32,288,0.09346700459718704,0.1540946424007416
13,13,3,0.09346700459718704,3.8457234700520835,0.012682970613241196,0.11261869221925735,18.967790162135966,0.6016457676887512,0.3983542323112488,-1.0,240,1.0546875,22.755555555555556,0.00823974609375,1572864,69120,fp32,288,0.0850011482834816,0.14767176508903504
14,12,4,0.0850011482834816,4.10919189453125,0.013308952562510967,0.1153644323348999,18.758561466810253,0.6009928584098816,0.3990071415901184,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.08766483515501022,0.14993329644203185
