epoch,loss,l1,dssim,mse,rmse,psnr,ssim,active_gaussians
1,0.3666200637817383,0.3446780741214752,0.45438799262046814,0.16842322051525116,0.41039398206510186,7.735980322552887,0.5456120073795319,2500
2,0.35560140013694763,0.33544132113456726,0.43624159693717957,0.1596294641494751,0.3995365617180424,7.968869439380689,0.5637584030628204,2500
3,0.34869763255119324,0.3303568661212921,0.4220605790615082,0.15429654717445374,0.392805991775143,8.116437921249881,0.5779394209384918,2500
4,0.3442990183830261,0.3270338773727417,0.41335952281951904,0.15101677179336548,0.38860876443199976,8.209748173674384,0.586640477180481,2500
5,0.341011106967926,0.32427990436553955,0.40793585777282715,0.1484658569097519,0.3853126742137506,8.283734104353552,0.5920641422271729,2500
6,0.33797794580459595,0.3215957581996918,0.4035065174102783,0.14633242785930634,0.3825342178933884,8.346594214945823,0.5964934825897217,2500
7,0.33510011434555054,0.31900689005851746,0.3994729518890381,0.14426659047603607,0.37982442058935084,8.408342316813368,0.6005270481109619,2500
8,0.3321629762649536,0.31634223461151123,0.39544591307640076,0.14208856225013733,0.37694636521677366,8.474408799060399,0.6045540869235992,2500
9,0.3292542099952698,0.313827782869339,0.39095985889434814,0.13988716900348663,0.374014931524781,8.542221185539505,0.6090401411056519,2500
10,0.3265087306499481,0.31138649582862854,0.38699766993522644,0.13780945539474487,0.3712269594126279,8.60720983238916,0.6130023300647736,2500
11,0.323786199092865,0.3089779317378998,0.38301923871040344,0.1358731985092163,0.3686098187911118,8.668662006923142,0.6169807612895966,2500
12,0.3210139870643616,0.30646374821662903,0.379214882850647,0.13396702706813812,0.3660150639907299,8.730020798519188,0.620785117149353,2474
13,0.3182602524757385,0.3039475679397583,0.37551096081733704,0.1320660412311554,0.363408917379796,8.792088399058635,0.624489039182663,2474
14,0.3154962956905365,0.30144089460372925,0.3717179000377655,0.1302105039358139,0.36084692590600503,8.853539799707029,0.6282820999622345,2474
15,0.3128308951854706,0.29896506667137146,0.36829423904418945,0.12844039499759674,0.35838581863348995,8.912983671631327,0.6317057609558105,2474
16,0.3101842403411865,0.29641929268836975,0.365244060754776,0.12674157321453094,0.3560078274624463,8.970809060353169,0.634755939245224,2474
17,0.3074937164783478,0.2938803732395172,0.36194702982902527,0.12501133978366852,0.35356942710543926,9.03050589987725,0.6380529701709747,2474
18,0.30475637316703796,0.2913179397583008,0.3585100471973419,0.12321510165929794,0.3510200872589743,9.093360599574027,0.6414899528026581,2474
19,0.30205947160720825,0.2887602746486664,0.35525622963905334,0.1214384213089943,0.3484801591324738,9.156438868522416,0.6447437703609467,2474
