iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,21,11,0.06125790998339653,17.370096842447918,0.007645112928003073,0.08743633329868317,21.166160971653298,0.5660225749015808,0.4339774250984192,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.05989370867609978,0.13471045196056367
2,22,10,0.05989370867609978,8.78143310546875,0.0069970316253602505,0.08364826440811157,21.5508621755033,0.5730367302894592,0.42696326971054077,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.058071061968803406,0.13184950351715088
3,21,11,0.058071061968803406,7.342020670572917,0.006441591773182154,0.0802595242857933,21.910068178264815,0.5765148997306824,0.4234851002693176,-1.0,160,0.703125,34.13333333333333,0.0054931640625,1572864,46080,fp32,288,0.05519981309771538,0.12885687053203584
4,20,12,0.05519981309771538,11.4715576171875,0.006870775017887354,0.08289013803005219,21.62994251315389,0.5739876627922058,0.4260123372077942,-1.0,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.05907410383224487,0.13246175050735476
5,19,13,0.05907410383224487,11.194356282552084,0.006230237428098917,0.07893185317516327,22.054954216589692,0.573506772518158,0.42649322748184204,-1.0,224,0.984375,24.38095238095238,0.0076904296875,1572864,64512,fp32,288,0.055853839963674545,0.12998171746730805
6,19,13,0.055853839963674545,8.09326171875,0.006138946861028671,0.07835143059492111,22.11906133085993,0.5779342651367188,0.42206573486328125,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.05441165342926979,0.1279424697160721
7,19,13,0.05441165342926979,6.571451822916667,0.0062751141376793385,0.07921561598777771,22.02378346272557,0.5778924226760864,0.4221075773239136,-1.0,288,1.265625,18.962962962962962,0.0098876953125,1572864,82944,fp32,288,0.05569892004132271,0.12898065149784088
8,20,12,0.05569892004132271,6.42547607421875,0.006473088171333075,0.08045550435781479,21.8888847939484,0.5783174633979797,0.42168253660202026,-1.0,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.05677394941449165,0.12975566685199738
9,22,10,0.05677394941449165,8.163960774739584,0.006628821138292551,0.08141757547855377,21.785636948635094,0.5807483196258545,0.4192516803741455,-1.0,352,1.546875,15.515151515151516,0.0120849609375,1572864,101376,fp32,288,0.057965029031038284,0.13022235929965975
10,21,11,0.057965029031038284,7.727559407552083,0.006227780133485794,0.0789162889122963,22.056667045218266,0.5815719962120056,0.4184280037879944,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.056402843445539474,0.12880787551403047
11,20,12,0.056402843445539474,6.901041666666667,0.006166733335703611,0.07852855324745178,22.099448290731246,0.5809850096702576,0.41901499032974243,-1.0,416,1.828125,13.128205128205128,0.0142822265625,1572864,119808,fp32,288,0.05558754876255989,0.1282730370759964
12,20,12,0.05558754876255989,6.572977701822917,0.00609603151679039,0.07807708531618118,22.1495279062569,0.5816461443901062,0.4183538556098938,-1.0,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.05497107282280922,0.12764762938022614
13,19,13,0.05497107282280922,7.358805338541667,0.005729747470468283,0.07569509744644165,22.418645112551744,0.5823759436607361,0.4176240563392639,-1.0,480,2.109375,11.377777777777778,0.0164794921875,1572864,138240,fp32,288,0.052290692925453186,0.12535736560821534
14,19,13,0.052290692925453186,8.981831868489584,0.006164081394672394,0.07851166278123856,22.101316204503277,0.583387553691864,0.416612446308136,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.05475851893424988,0.12712930440902712
