iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,16,16,0.06453809887170792,12.153116861979166,0.010389182716608047,0.10192734003067017,19.834186488851113,0.5313286185264587,0.46867138147354126,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.0629107654094696,0.14406288862228395
2,14,18,0.0629107654094696,9.702046712239584,0.009969434700906277,0.09984705597162247,20.01329465383007,0.5377318859100342,0.4622681140899658,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.06265444308519363,0.14257717728614808
3,15,17,0.06265444308519363,9.848531087239584,0.010875150561332703,0.10428398847579956,19.635647035882428,0.5352182388305664,0.4647817611694336,-1.0,160,0.703125,34.13333333333333,0.0054931640625,1572864,46080,fp32,288,0.06702885776758194,0.1465794384479523
4,13,19,0.06702885776758194,9.83123779296875,0.010463149286806583,0.10228953510522842,19.80337591474789,0.5368006825447083,0.46319931745529175,-1.0,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.06521766632795334,0.14481399655342103
5,13,19,0.06521766632795334,10.8489990234375,0.010185028426349163,0.1009209007024765,19.920377880923414,0.5393878817558289,0.46061211824417114,-1.0,224,0.984375,24.38095238095238,0.0076904296875,1572864,64512,fp32,288,0.06391238421201706,0.14325233101844786
6,16,16,0.06391238421201706,9.821065266927084,0.010183709673583508,0.100914366543293,19.920940141573958,0.5399557948112488,0.4600442051887512,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.06382249295711517,0.1430668354034424
7,12,20,0.06382249295711517,8.850606282552084,0.010712721385061741,0.10350227355957031,19.701001631212115,0.5414783954620361,0.45852160453796387,-1.0,288,1.265625,18.962962962962962,0.0098876953125,1572864,82944,fp32,288,0.06707143783569336,0.14536147117614748
8,10,22,0.06707143783569336,9.4879150390625,0.010932977311313152,0.10456088185310364,19.612615814333797,0.5414537787437439,0.4585462212562561,-1.0,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.06846074759960175,0.14647784233093264
9,9,23,0.06846074759960175,8.647664388020834,0.011309981346130371,0.10634839534759521,19.465381109508698,0.5383439660072327,0.46165603399276733,-1.0,352,1.546875,15.515151515151516,0.0120849609375,1572864,101376,fp32,288,0.07165538519620895,0.14965551495552065
10,9,23,0.07165538519620895,11.183675130208334,0.01380514819175005,0.11749531328678131,18.59958917385779,0.5331197381019592,0.46688026189804077,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.0799224004149437,0.1573139727115631
11,6,26,0.0799224004149437,6.284586588541667,0.012409701943397522,0.1113988384604454,19.062386432014122,0.5355660319328308,0.4644339680671692,-1.0,416,1.828125,13.128205128205128,0.0142822265625,1572864,119808,fp32,288,0.07644597440958023,0.154043573141098
12,7,25,0.07644597440958023,6.545511881510417,0.014256761409342289,0.11940167844295502,18.459791063040164,0.5306183099746704,0.4693816900253296,-1.0,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.08147265017032623,0.1590544581413269
13,7,25,0.08147265017032623,4.736328125,0.014720951206982136,0.12132992595434189,18.320641088286656,0.5277535915374756,0.4722464084625244,-1.0,480,2.109375,11.377777777777778,0.0164794921875,1572864,138240,fp32,288,0.08335790038108826,0.16113560199737548
14,7,25,0.08335790038108826,5.1361083984375,0.014434166252613068,0.12014227360486984,18.40608289393533,0.5253885388374329,0.47461146116256714,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.0835144892334938,0.16173388361930846
