iteration,n_pos,n_neg,mean_residual,oracle_clamp_pct,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,15,17,0.05496928095817566,8.257548014322916,0.006438252981752157,0.0802387222647667,21.912319588690185,0.4607894718647003,0.5392105579376221,-1.0,96,0.421875,56.888888888888886,0.0032958984375,1572864,27648,fp32,288,0.054527539759874344,0.1514641433954239
2,16,16,0.054527539759874344,8.393351236979166,0.007184511516243219,0.08476150035858154,21.436027626318868,0.46270641684532166,0.537293553352356,-1.0,128,0.5625,42.666666666666664,0.00439453125,1572864,36864,fp32,288,0.06078438460826874,0.1560862183570862
3,20,12,0.06078438460826874,9.73052978515625,0.006938189268112183,0.0832957923412323,21.5875389728497,0.45873895287513733,0.5412610769271851,-1.0,160,0.703125,34.13333333333333,0.0054931640625,1572864,46080,fp32,288,0.059264302253723145,0.15566365718841552
4,20,12,0.059264302253723145,6.317647298177083,0.006923038046807051,0.08320479840040207,21.597032948666836,0.4596880376338959,0.5403119325637817,-1.0,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.05981646478176117,0.15591555833816528
5,19,13,0.05981646478176117,10.686238606770834,0.00813473854213953,0.09019278734922409,20.896564162418315,0.4563594162464142,0.5436406135559082,-1.0,224,0.984375,24.38095238095238,0.0076904296875,1572864,64512,fp32,288,0.06618674099445343,0.1616775155067444
6,18,14,0.06618674099445343,7.592264811197917,0.00820189993828535,0.09056434035301208,20.86085555248525,0.4565412104129791,0.5434588193893433,-1.0,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.0671006590127945,0.16237229108810425
7,21,11,0.0671006590127945,4.372151692708333,0.008673966862261295,0.09313413500785828,20.617822408900302,0.4558041989803314,0.5441957712173462,-1.0,288,1.265625,18.962962962962962,0.0098876953125,1572864,82944,fp32,288,0.06859029084444046,0.1637113869190216
8,21,11,0.06859029084444046,7.27081298828125,0.007517518009990454,0.08670362085103989,21.23925525699141,0.456945538520813,0.543054461479187,-1.0,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.06365153193473816,0.15953211784362795
9,21,11,0.06365153193473816,4.9774169921875,0.007035650312900543,0.0838787853717804,21.526957294616537,0.45818522572517395,0.5418148040771484,-1.0,352,1.546875,15.515151515151516,0.0120849609375,1572864,101376,fp32,288,0.06138656660914421,0.15747221410274506
10,20,12,0.06138656660914421,6.882731119791667,0.007847309112548828,0.08858504146337509,21.05279235206681,0.4535245895385742,0.5464754104614258,-1.0,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.06438279151916504,0.1608013153076172
11,22,10,0.06438279151916504,6.15081787109375,0.0071838670410215855,0.08475769311189651,21.43641703094179,0.45599326491355896,0.5440067052841187,-1.0,416,1.828125,13.128205128205128,0.0142822265625,1572864,119808,fp32,288,0.06153227761387825,0.15802716314792634
12,21,11,0.06153227761387825,6.34307861328125,0.006710389629006386,0.08191696554422379,21.732522494366982,0.45551320910453796,0.5444867610931396,-1.0,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.05872289463877678,0.15587566792964935
13,19,13,0.05872289463877678,6.723531087239583,0.007179805543273687,0.08473373204469681,21.438873426374784,0.45515313744544983,0.5448468923568726,-1.0,480,2.109375,11.377777777777778,0.0164794921875,1572864,138240,fp32,288,0.06315408647060394,0.15949264764785767
14,22,10,0.06315408647060394,7.840474446614583,0.0069240727461874485,0.0832110121846199,21.596383887946967,0.45758411288261414,0.5424158573150635,-1.0,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.06088300421833992,0.15718957483768464
