iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,31,33,0.06967052072286606,0.006542419549077749,0.08088522404432297,21.842615872928523,0.5474780201911926,0.4525219798088074,0.5027937889099121,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.05626482889056206,0.1355162590742111
2,31,33,0.05626482889056206,0.005300652235746384,0.07280557602643967,22.756707049393682,0.6345115303993225,0.3654884696006775,0.4115668535232544,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.04837927594780922,0.11180111467838288
3,29,35,0.04837927594780922,0.004524686373770237,0.06726578623056412,23.44411493812299,0.6937313079833984,0.30626869201660156,0.340188205242157,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.0430150032043457,0.09566574096679688
4,29,35,0.0430150032043457,0.003840181278064847,0.06196919456124306,24.15648228509371,0.7449119687080383,0.25508803129196167,0.2715269923210144,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.03812738507986069,0.08151951432228088
5,28,36,0.03812738507986069,0.0033534367103129625,0.05790886655449867,24.745098413955553,0.7825927138328552,0.21740728616714478,0.22901536524295807,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.034109827131032944,0.07076931893825532
6,27,37,0.034109827131032944,0.002879878506064415,0.053664498031139374,25.40625820911489,0.8173081874847412,0.1826918125152588,0.19029369950294495,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.030411934480071068,0.06086791008710861
7,27,37,0.030411934480071068,0.002477244706824422,0.049771927297115326,26.060311171616732,0.845112144947052,0.154887855052948,0.15988115966320038,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.027238309383392334,0.05276821851730347
8,26,38,0.027238309383392334,0.002134988782927394,0.04620593786239624,26.706044344532145,0.8656893372535706,0.13431066274642944,0.14138080179691315,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.02445301227271557,0.04642454236745835
9,25,39,0.02445301227271557,0.0018639123300090432,0.04317305237054825,27.295744817883737,0.8827592730522156,0.11724072694778442,0.12068341672420502,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.022115690633654594,0.04114069789648056
10,24,40,0.022115690633654594,0.0016650058096274734,0.040804482996463776,27.78584255627449,0.8953239917755127,0.1046760082244873,0.10761763155460358,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.02029457688331604,0.0371708631515503
11,23,41,0.02029457688331604,0.0014665889320895076,0.03829606994986534,28.336916051449666,0.9079294204711914,0.0920705795288086,0.09361006319522858,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.018348144367337227,0.033092631399631506
12,23,41,0.018348144367337227,0.0012564311036840081,0.0354461707174778,29.008613674188727,0.9186585545539856,0.0813414454460144,0.08243030309677124,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.016487514600157738,0.029458300769329072
13,22,42,0.016487514600157738,0.0011006186250597239,0.033175572752952576,29.583631380123414,0.9294543266296387,0.07054567337036133,0.06924021244049072,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.014839733950793743,0.02598092183470726
14,22,42,0.014839733950793743,0.0010004163486883044,0.03162935748696327,29.998192136737263,0.9363448619842529,0.06365513801574707,0.06079686060547829,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.013746856711804867,0.023728512972593308
