iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,35,29,0.05117323622107506,0.0035903891548514366,0.05991985648870468,24.44858456738295,0.7014153003692627,0.2985846996307373,0.3616263270378113,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.03784066066145897,0.08998946845531464
2,28,36,0.03784066066145897,0.002833074890077114,0.053226638585329056,25.477419428760907,0.760213315486908,0.23978668451309204,0.2749221622943878,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.03196435049176216,0.07352881729602814
3,26,38,0.03196435049176216,0.002227835590019822,0.047199953347444534,26.521168924669446,0.8048691153526306,0.19513088464736938,0.20447909832000732,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.026748495176434517,0.0604249730706215
4,26,38,0.026748495176434517,0.0017985720187425613,0.04240957275032997,27.450721103310926,0.8365746140480042,0.16342538595199585,0.1643867790699005,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.023088380694389343,0.05115578174591064
5,25,39,0.023088380694389343,0.0012461281148716807,0.035300541669130325,29.044373293242774,0.8844607472419739,0.11553925275802612,0.11692335456609726,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.016976909711956978,0.03668937832117081
6,32,32,0.016976909711956978,0.0009069731459021568,0.030115995556116104,30.424055435719403,0.9120520949363708,0.08794790506362915,0.08825699985027313,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.013264995999634266,0.028201577812433244
7,26,38,0.013264995999634266,0.0006776629597879946,0.026031959801912308,31.68986193223784,0.9345338940620422,0.06546610593795776,0.06701552867889404,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.010233629494905472,0.02128012478351593
8,31,33,0.010233629494905472,0.000536220904905349,0.02315644361078739,32.70656230910103,0.9501301646232605,0.0498698353767395,0.05180935561656952,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.00839395821094513,0.016689133644104005
9,26,38,0.00839395821094513,0.0004530900623649359,0.02128591202199459,33.438154792427426,0.957364559173584,0.042635440826416016,0.044660452753305435,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.007351027801632881,0.01440791040658951
10,28,36,0.007351027801632881,0.00039081848808564246,0.019769130274653435,34.08024841255099,0.9644774794578552,0.035522520542144775,0.03883045166730881,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.006417777854949236,0.012238726392388344
11,25,39,0.006417777854949236,0.0003091661201324314,0.017583120614290237,35.09808154310123,0.971943199634552,0.028056800365447998,0.031445398926734924,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.005340760573744774,0.009883968532085419
12,29,35,0.005340760573744774,0.0002568470372352749,0.01602644845843315,35.9032551166146,0.9762770533561707,0.023722946643829346,0.02662861905992031,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.00462639844045043,0.008445708081126213
13,28,36,0.00462639844045043,0.0002255473518744111,0.01501823402941227,36.46762274333325,0.9795138239860535,0.020486176013946533,0.02354276180267334,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.004128991160541773,0.007400428131222725
14,28,36,0.004128991160541773,0.0001901700161397457,0.01379021443426609,37.20857897188126,0.9827384948730469,0.017261505126953125,0.019990473985671997,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.003583216341212392,0.006318874098360539
