iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,31,33,0.04777652025222778,0.004957851488143206,0.07041200995445251,23.047064833152437,0.7710728049278259,0.22892719507217407,0.2821163535118103,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.03465758264064789,0.07351150512695313
2,29,35,0.03465758264064789,0.0036669361870735884,0.06055523082613945,24.3569662665508,0.8259508609771729,0.17404913902282715,0.21870674192905426,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.027457905933260918,0.056776152551174165
3,30,34,0.027457905933260918,0.002923543332144618,0.05406980216503143,25.34090539938376,0.8587160110473633,0.14128398895263672,0.16761653125286102,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.023271845653653145,0.04687427431344986
4,28,36,0.023271845653653145,0.002409264212474227,0.04908425733447075,26.181155956267443,0.8810526728630066,0.11894732713699341,0.13477888703346252,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.020220912992954254,0.039966195821762085
5,28,36,0.020220912992954254,0.002027957933023572,0.04503285512328148,26.929410231967594,0.8992071151733398,0.10079288482666016,0.10820911824703217,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.017712915316224098,0.03432890921831131
6,26,38,0.017712915316224098,0.001697599538601935,0.041201937943696976,27.70164703938014,0.9148719906806946,0.08512800931930542,0.0852159857749939,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.01525617390871048,0.02923054099082947
7,22,42,0.01525617390871048,0.0013699947157874703,0.03701344132423401,28.6328112451991,0.9281572699546814,0.0718427300453186,0.07033094763755798,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.012951220385730267,0.024729522317647936
8,20,44,0.012951220385730267,0.0008775656460784376,0.029623733833432198,30.567204006914196,0.9492426514625549,0.05075734853744507,0.04943579062819481,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.009271294809877872,0.017568505555391314
9,26,38,0.009271294809877872,0.0006549949175678194,0.025592869147658348,31.837620473019065,0.9599397778511047,0.040060222148895264,0.03468615189194679,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.007418528199195862,0.013946866989135744
10,21,43,0.007418528199195862,0.0005234642303548753,0.0228793416172266,32.81112929011669,0.9687007069587708,0.03129929304122925,0.024547718465328217,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.0060860649682581425,0.011128710582852364
11,23,41,0.0060860649682581425,0.0004296204133424908,0.020727286115288734,33.66915081916109,0.974038302898407,0.025961697101593018,0.01826094463467598,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.00517522357404232,0.009332518279552459
12,20,44,0.00517522357404232,0.00034626087290234864,0.018608085811138153,34.60596584627095,0.978203535079956,0.021796464920043945,0.01396769005805254,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.004379367921501398,0.007862787321209909
13,16,48,0.004379367921501398,0.0002935171069111675,0.017132341861724854,35.32366612879435,0.980442225933075,0.01955777406692505,0.011794686317443848,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.003912580665200949,0.007041619345545769
14,12,52,0.003912580665200949,0.0002599650761112571,0.01612343266606331,35.85084961401825,0.9825788140296936,0.017421185970306396,0.01052518468350172,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.0035266217309981585,0.006305534578859806
