iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,34,30,0.05665162205696106,0.005097270477563143,0.07139517366886139,22.92662310719099,0.6153971552848816,0.3846028447151184,0.43857717514038086,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.046077143400907516,0.1137822836637497
2,33,31,0.046077143400907516,0.004212334752082825,0.06490249931812286,23.75477187709681,0.6849520206451416,0.3150479793548584,0.3431381285190582,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.04002717137336731,0.09503133296966554
3,32,32,0.04002717137336731,0.003587016137316823,0.059891704469919205,24.45266656661832,0.7357461452484131,0.2642538547515869,0.27485957741737366,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.035241927951574326,0.08104431331157685
4,33,31,0.035241927951574326,0.003140426939353347,0.056039512157440186,25.030112863358653,0.7749198079109192,0.2250801920890808,0.22627609968185425,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.03168699890375137,0.07036563754081726
5,33,31,0.03168699890375137,0.0027500803116708994,0.05244120955467224,25.60654618850557,0.8087887167930603,0.1912112832069397,0.1860893815755844,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.028409086167812347,0.060969525575637826
6,35,29,0.028409086167812347,0.002398555865511298,0.048975054174661636,26.200502209790155,0.8355035781860352,0.16449642181396484,0.15341441333293915,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.025448264554142952,0.053257896006107336
7,37,27,0.025448264554142952,0.002137053059414029,0.04622827097773552,26.70184684123172,0.8553808331489563,0.1446191668510437,0.12890276312828064,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.023088252171874046,0.04739443510770798
8,38,26,0.023088252171874046,0.0018514678813517094,0.043028686195611954,27.3248386965499,0.87396240234375,0.12603759765625,0.10919860005378723,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.020787766203284264,0.041837732493877414
9,37,27,0.020787766203284264,0.0016012522391974926,0.04001564905047417,27.95540250702173,0.8872702121734619,0.11272978782653809,0.09384264051914215,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.01891038753092289,0.03767426759004593
10,37,27,0.01891038753092289,0.0013560759834945202,0.03682493790984154,28.677159457919178,0.9009807705879211,0.09901922941207886,0.0811123177409172,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.016919652000069618,0.033339567482471466
11,38,26,0.016919652000069618,0.0012079355074092746,0.034755367785692215,29.179562525233344,0.9106593728065491,0.08934062719345093,0.07151060551404953,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.015482609160244465,0.03025421276688576
12,38,26,0.015482609160244465,0.0010690862545743585,0.032696884125471115,29.709872686817537,0.9188011288642883,0.08119887113571167,0.06470908224582672,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.014201480895280838,0.027600958943367004
13,38,26,0.014201480895280838,0.0009647572296671569,0.031060541048645973,30.155818971884866,0.9255000948905945,0.07449990510940552,0.05916464328765869,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.013103951700031757,0.02538314238190651
14,36,28,0.013103951700031757,0.0007974127656780183,0.02823849767446518,30.983168117461048,0.9368462562561035,0.06315374374389648,0.04958806186914444,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01135666761547327,0.021716082841157915
