iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,34,30,0.056661222130060196,0.006566403899341822,0.08103334903717041,21.82672452564546,0.6585074067115784,0.34149259328842163,0.45851796865463257,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.045775022357702255,0.10491853654384614
2,31,33,0.045775022357702255,0.005350183229893446,0.07314494997262955,22.716313451260245,0.7245633006095886,0.2754366993904114,0.35457324981689453,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.039530303329229355,0.08671158254146577
3,29,35,0.039530303329229355,0.004398949909955263,0.06632457673549652,23.566509958638477,0.7784032225608826,0.22159677743911743,0.27014368772506714,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.03416082635521889,0.0716480165719986
4,28,36,0.03416082635521889,0.003687865799292922,0.0607278011739254,24.33224908809938,0.8166007995605469,0.18339920043945312,0.21297428011894226,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.0297454372048378,0.06047618985176086
5,25,39,0.0297454372048378,0.0030687504913657904,0.05539630353450775,25.13038403462227,0.8483163714408875,0.15168362855911255,0.17073869705200195,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.026086844503879547,0.05120620131492615
6,24,40,0.026086844503879547,0.002560821594670415,0.05060455948114395,25.916206672244662,0.8735592365264893,0.12644076347351074,0.14296384155750275,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.022676581516861916,0.043429417908191686
7,22,42,0.022676581516861916,0.002253293991088867,0.0474688746035099,26.471821294981822,0.8899848461151123,0.1100151538848877,0.12045280635356903,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.020689068362116814,0.038554285466670994
8,20,44,0.020689068362116814,0.0020046986173838377,0.04477386176586151,26.979509274864455,0.9023764133453369,0.09762358665466309,0.10572808980941772,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.018744949251413345,0.0345206767320633
9,18,46,0.018744949251413345,0.0017139377305284142,0.04139973223209381,27.66004932194257,0.9154171943664551,0.08458280563354492,0.09327390789985657,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.016662782058119774,0.030246786773204803
10,17,47,0.016662782058119774,0.001542172976769507,0.03927050903439522,28.11866879517912,0.9251839518547058,0.07481604814529419,0.08093052357435226,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.015239371918141842,0.027154707163572312
11,15,49,0.015239371918141842,0.0013612317852675915,0.03689487650990486,28.660678882261614,0.9331417083740234,0.06685829162597656,0.07040174305438995,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.013957604765892029,0.024537742137908936
12,14,50,0.013957604765892029,0.0011556694516912103,0.033995140343904495,29.371663721206343,0.9415590763092041,0.0584409236907959,0.059603750705718994,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.01246678177267313,0.021661610156297684
13,14,50,0.01246678177267313,0.0010203170822933316,0.031942401081323624,29.91264801460805,0.9477965831756592,0.05220341682434082,0.053187452256679535,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.011344860307872295,0.019516571611166003
14,12,52,0.011344860307872295,0.0008861524984240532,0.029768314212560654,30.52491543709007,0.9544911980628967,0.04550880193710327,0.04726758599281311,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01020353939384222,0.01726459190249443
