image,n_init,n_gaussians_final,n_iterations,total_time,init_psnr,init_ssim,hybrid_mse,hybrid_rmse,hybrid_psnr,hybrid_ssim,hybrid_dssim,hybrid_lpips,hybrid_n_gaussians,hybrid_bits_per_pixel,hybrid_compression_ratio,hybrid_storage_mb,hybrid_original_bits,hybrid_compressed_bits,hybrid_quantization,hybrid_bits_per_gaussian,hybrid_l1,hybrid_loss
kodim01.png,128,1024,14,281.39492321014404,19.65067572416158,0.2820260524749756,0.001959467539563775,0.04426587373018265,27.078618775999,0.8816011548042297,0.11839884519577026,0.08821473270654678,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.02308889664709568,0.0421508863568306
kodim02.png,128,1024,14,423.6318187713623,25.371812146437907,0.6753800511360168,0.00036221733898855746,0.019032008945941925,34.410307863050505,0.9593243598937988,0.04067564010620117,0.05845704674720764,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.00592000363394618,0.01287113092839718
kodim03.png,128,1024,14,233.57130002975464,22.681456511238736,0.6654456257820129,0.00016395968850702047,0.012804674915969372,37.85262883448148,0.9846488833427429,0.01535111665725708,0.017820287495851517,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.0032749203965067863,0.0056901596486568454
kodim04.png,128,1024,14,228.9476671218872,22.32897639281683,0.5703350901603699,0.0001901700161397457,0.01379021443426609,37.20857897188126,0.9827384948730469,0.017261505126953125,0.019990473985671997,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.003583216341212392,0.006318874098360539
kodim05.png,128,1024,14,243.25873494148254,16.081203989719786,0.1633613258600235,0.004873335361480713,0.06980928033590317,23.12173706903785,0.8150935173034668,0.1849064826965332,0.10777636617422104,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.038982290774583817,0.0681671291589737
kodim06.png,128,1024,14,208.63546681404114,22.35645363860616,0.477203369140625,0.0008513975772075355,0.029178718104958534,30.69867612307133,0.9244278073310852,0.0755721926689148,0.06652171909809113,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.012044217437505722,0.024749812483787537
kodim07.png,128,1024,14,224.4726219177246,19.471515394362065,0.43359458446502686,0.001061459886841476,0.03258005529642105,29.740964232517392,0.9424747824668884,0.05752521753311157,0.0647774189710617,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.013471010141074657,0.02228185161948204
kodim08.png,128,1024,14,261.6567029953003,15.41805065580129,0.23850812017917633,0.002139067044481635,0.04625004902482033,26.697755352878833,0.936972439289093,0.06302756071090698,0.07335083186626434,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.019675282761454582,0.028345738351345063
kodim09.png,128,1024,14,221.07014679908752,21.22786916362663,0.6134429574012756,0.0009772148914635181,0.03126043826341629,30.100098879355368,0.9448325037956238,0.05516749620437622,0.03778334707021713,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01142122969031334,0.02017048299312592
kodim10.png,128,1024,14,203.15404105186462,22.53296513974005,0.5923465490341187,0.000310291739879176,0.017615100368857384,35.082297861701655,0.9676043391227722,0.03239566087722778,0.02757463976740837,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.005955382715910673,0.011243438348174095
kodim11.png,128,1024,14,247.70036578178406,21.099836594732103,0.4993606507778168,0.0010858196765184402,0.032951779663562775,29.64242247152313,0.927997887134552,0.072002112865448,0.05201566591858864,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.013516545295715332,0.025213658809661865
kodim12.png,128,1024,14,214.49875712394714,22.951108586125937,0.6708908677101135,0.00026921459357254207,0.016407759860157967,35.699013896988234,0.9655382037162781,0.034461796283721924,0.03858266770839691,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.006255017127841711,0.011896372959017755
kodim13.png,128,1024,14,211.38487577438354,18.8152873397335,0.25237107276916504,0.002365922788158059,0.04864075407385826,26.25999451119664,0.8739991188049316,0.12600088119506836,0.14218318462371826,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.024299204349517822,0.044639539718627934
kodim14.png,128,1024,14,203.49809503555298,19.192763690697486,0.3351961374282837,0.0013641631230711937,0.03693458065390587,28.651337010973435,0.9339869618415833,0.06601303815841675,0.06621967256069183,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.014177368022501469,0.024544502049684523
kodim15.png,128,1024,14,195.3262710571289,20.429109640209173,0.6338782906532288,0.0003465088957455009,0.018614748492836952,34.60285611435734,0.9743209481239319,0.025679051876068115,0.022479871287941933,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.00520317442715168,0.009298349916934966
kodim16.png,128,1024,14,172.7244200706482,25.062090274061035,0.579469621181488,0.0002984509919770062,0.0172757338732481,35.2512693890517,0.9496917724609375,0.0503082275390625,0.05515427142381668,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.006388215813785791,0.015172218158841136
kodim17.png,128,1024,14,179.35909605026245,21.682744334417478,0.4848730266094208,0.0007974127656780183,0.02823849767446518,30.983168117461048,0.9368462562561035,0.06315374374389648,0.04958806186914444,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01135666761547327,0.021716082841157915
kodim18.png,128,1024,14,208.70627188682556,20.372422357106075,0.37255582213401794,0.0010168207809329033,0.03188762813806534,29.92755567001618,0.9244994521141052,0.07550054788589478,0.0754469633102417,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01324672345072031,0.025697488337755203
kodim19.png,128,1024,14,220.36200284957886,20.39440170640436,0.5162780284881592,0.0011166472686454654,0.0334162712097168,29.520839547329658,0.9300674796104431,0.06993252038955688,0.05642233043909073,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01308222021907568,0.02445228025317192
kodim20.png,128,1024,14,211.58159804344177,20.668905655530445,0.6848742961883545,0.0002599650761112571,0.01612343266606331,35.85084961401825,0.9825788140296936,0.017421185970306396,0.01052518468350172,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.0035266217309981585,0.006305534578859806
kodim21.png,128,1024,14,225.7895369529724,20.50491252137439,0.5494422912597656,0.0008861524984240532,0.029768314212560654,30.52491543709007,0.9544911980628967,0.04550880193710327,0.04726758599281311,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01020353939384222,0.01726459190249443
kodim22.png,128,1024,14,213.79455518722534,21.99519423157075,0.471339613199234,0.0006103548803366721,0.02470536157488823,32.144175460508116,0.9410297274589539,0.05897027254104614,0.05111326277256012,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.00982561893761158,0.019654549658298492
kodim23.png,128,1024,14,192.61989879608154,21.141095993964072,0.6405029296875,0.00019958261691499501,0.014127370901405811,36.99877314977224,0.9899215698242188,0.01007843017578125,0.010210331529378891,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.002837792970240116,0.004285920411348343
kodim24.png,128,1024,14,190.047709941864,20.210528184138163,0.38891899585723877,0.0010004163486883044,0.03162935748696327,29.998192136737263,0.9363448619842529,0.06365513801574707,0.06079686060547829,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.013746856711804867,0.023728512972593308
