iteration,n_pos,n_neg,mean_residual,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,l1,loss
1,35,29,0.06418605893850327,0.0061188372783362865,0.07822299748659134,22.133310910943116,0.5305383205413818,0.46946167945861816,0.5506322979927063,192,0.84375,28.444444444444443,0.006591796875,1572864,55296,fp32,288,0.05115635693073273,0.13481742143630981
2,30,34,0.05115635693073273,0.00500250281766057,0.0707283765077591,23.00812687712041,0.621650218963623,0.37834978103637695,0.44644030928611755,256,1.125,21.333333333333332,0.0087890625,1572864,73728,fp32,288,0.04416446015238762,0.1110015243291855
3,28,36,0.04416446015238762,0.004063641652464867,0.06374669820070267,23.910845659230127,0.6859109401702881,0.3140890598297119,0.3638094663619995,320,1.40625,17.066666666666666,0.010986328125,1572864,92160,fp32,288,0.038685549050569534,0.093766251206398
4,25,39,0.038685549050569534,0.003384009702131152,0.05817224085330963,24.705684353735467,0.7445645332336426,0.2554354667663574,0.2900509834289551,384,1.6875,14.222222222222221,0.01318359375,1572864,110592,fp32,288,0.03345305472612381,0.07784953713417053
5,24,40,0.03345305472612381,0.0029513686895370483,0.05432650074362755,25.299765198137976,0.7844993472099304,0.21550065279006958,0.231260746717453,448,1.96875,12.19047619047619,0.015380859375,1572864,129024,fp32,288,0.029836682602763176,0.06696947664022446
6,22,42,0.029836682602763176,0.00249800318852067,0.049980029463768005,26.024070181230297,0.8193896412849426,0.18061035871505737,0.18709328770637512,512,2.25,10.666666666666666,0.017578125,1572864,147456,fp32,288,0.02634156309068203,0.05719532221555711
7,18,46,0.02634156309068203,0.0022824211046099663,0.04777469113469124,26.416042413924934,0.8390983939170837,0.16090160608291626,0.16323502361774445,576,2.53125,9.481481481481481,0.019775390625,1572864,165888,fp32,288,0.024348080158233643,0.05165878534317017
8,17,47,0.024348080158233643,0.002047057496383786,0.04524441808462143,26.888699685295286,0.8572028279304504,0.14279717206954956,0.14313006401062012,640,2.8125,8.533333333333333,0.02197265625,1572864,184320,fp32,288,0.02239035628736019,0.04647171944379807
9,14,50,0.02239035628736019,0.0018641630886122584,0.04317595437169075,27.295161118034635,0.868253231048584,0.13174676895141602,0.12815986573696136,704,3.09375,7.757575757575758,0.024169921875,1572864,202752,fp32,288,0.020932458341121674,0.04309532046318054
10,13,51,0.020932458341121674,0.0016857382142916322,0.04105774313211441,27.732098420540588,0.8795390725135803,0.12046092748641968,0.11872290074825287,768,3.375,7.111111111111111,0.0263671875,1572864,221184,fp32,288,0.01945931278169155,0.03965963572263718
11,12,52,0.01945931278169155,0.0015758151421323419,0.03969653695821762,28.0249464427248,0.8871197700500488,0.11288022994995117,0.11089178919792175,832,3.65625,6.564102564102564,0.028564453125,1572864,239616,fp32,288,0.018478119745850563,0.03735854178667068
12,11,53,0.018478119745850563,0.0014551981585100293,0.038147058337926865,28.370778280764675,0.8958292603492737,0.10417073965072632,0.10164667665958405,896,3.9375,6.095238095238095,0.03076171875,1572864,258048,fp32,288,0.017395980656147003,0.03475093245506287
13,10,54,0.017395980656147003,0.0012000463902950287,0.03464168682694435,29.20801944108687,0.9120679497718811,0.0879320502281189,0.08859537541866302,960,4.21875,5.688888888888889,0.032958984375,1572864,276480,fp32,288,0.015040016733109951,0.02961842343211174
14,10,54,0.015040016733109951,0.0010168207809329033,0.03188762813806534,29.92755567001618,0.9244994521141052,0.07550054788589478,0.0754469633102417,1024,4.5,5.333333333333333,0.03515625,1572864,294912,fp32,288,0.01324672345072031,0.025697488337755203
